filename,dyadNumber,condition,game,trial,target,choice,correct,trialStart,trialEnd,trialValue,startOfNextTrial,signallingPlayer,role,turnNumber,turnType,turnStart,turnEnd,turnLength,modality,signalStart,signalEnd,signalLength,signalType
D10_TT_Coded.eaf,D10,Auditory,0,0,2,2,Correct,37629,85279,Ga0 Tu0 Ta2 {5 1 *2*} Ch2,95090,1,Director,1,"T1",51796,53634,1838,Acoustic,51796,53634,1838,"X"
D10_TT_Coded.eaf,D10,Auditory,0,1,3,3,Correct,95090,120665,Ga0 Tu1 Ta3 {8 *3* 4} Ch3,123787,2,Director,1,"T1",107188,112229,5041,Acoustic,107188,112229,5041,"X"
D10_TT_Coded.eaf,D10,Auditory,0,2,7,7,Correct,123787,146272,Ga0 Tu2 Ta7 {*7* 2 3} Ch7,148617,1,Director,1,"T1",129404,131229,1825,Acoustic,129404,131229,1825,"X"
D10_TT_Coded.eaf,D10,Auditory,0,3,1,1,Correct,148617,175072,Ga0 Tu3 Ta1 {6 4 *1*} Ch1,178820,2,Director,1,"T1",162810,165215,2405,Acoustic,162810,165215,2405,"X"
D10_TT_Coded.eaf,D10,Auditory,0,4,5,6,Incorrect,178820,199387,Ga0 Tu4 Ta5 {7 5 *6*} Ch6,200158,1,Director,1,"T1",182418,183837,1419,Acoustic,182418,183837,1419,"X"
D10_TT_Coded.eaf,D10,Auditory,0,5,4,4,Correct,200158,215229,Ga0 Tu5 Ta4 {*4* 7 1} Ch4,217724,2,Director,1,"T1",203824,207054,3230,Acoustic,203823,205039,1216,"X"
D10_TT_Coded.eaf,D10,Auditory,0,5,4,4,Correct,200158,215229,Ga0 Tu5 Ta4 {*4* 7 1} Ch4,217724,2,Director,1,"T1",203824,207054,3230,Acoustic,206229,207054,825,"X"
D10_TT_Coded.eaf,D10,Auditory,0,6,3,3,Correct,217724,234714,Ga0 Tu6 Ta3 {4 5 *3*} Ch3,236333,1,Director,1,"T1",224026,228026,4000,Acoustic,224026,228026,4000,"X"
D10_TT_Coded.eaf,D10,Auditory,0,7,8,8,Correct,236333,251036,Ga0 Tu7 Ta8 {5 *8* 3} Ch8,253273,2,Director,1,"T1",244027,247608,3581,Acoustic,244027,247608,3581,"X"
D10_TT_Coded.eaf,D10,Auditory,0,8,6,6,Correct,253273,278102,Ga0 Tu8 Ta6 {2 *6* 8} Ch6,279555,1,Director,1,"T1",263418,266215,2797,Acoustic,263418,266215,2797,"X"
D10_TT_Coded.eaf,D10,Auditory,0,9,2,2,Correct,279555,301642,Ga0 Tu9 Ta2 {*2* 1 4} Ch2,304425,2,Director,1,"T1",287228,289418,2190,Acoustic,287228,289418,2190,"X"
D10_TT_Coded.eaf,D10,Auditory,0,10,4,4,Correct,304425,314459,Ga0 Tu10 Ta4 {6 5 *4*} Ch4,315602,1,Director,1,"T1",305634,306418,784,Acoustic,305634,306418,784,"X"
D10_TT_Coded.eaf,D10,Auditory,0,11,7,7,Correct,315602,333377,Ga0 Tu11 Ta7 {8 *7* 3} Ch7,341182,2,Director,1,"T1",321202,326810,5608,Acoustic,321202,326810,5608,"X"
D10_TT_Coded.eaf,D10,Auditory,0,12,8,8,Correct,341182,350834,Ga0 Tu12 Ta8 {1 *8* 6} Ch8,353832,1,Director,1,"T1",344418,346823,2405,Acoustic,344418,346823,2405,"X"
D10_TT_Coded.eaf,D10,Auditory,0,13,6,6,Correct,353832,366527,Ga0 Tu13 Ta6 {*6* 7 8} Ch6,368075,2,Director,1,"T1",358418,365215,6797,Acoustic,358418,365215,6797,"X"
D10_TT_Coded.eaf,D10,Auditory,0,14,1,1,Correct,368075,378888,Ga0 Tu14 Ta1 {*1* 7 2} Ch1,381207,1,Director,1,"T1",371634,373229,1595,Acoustic,371634,373229,1595,"X"
D10_TT_Coded.eaf,D10,Auditory,0,15,5,5,Correct,381207,402638,Ga0 Tu15 Ta5 {2 3 *5*} Ch5,410573,2,Director,1,"T1",384418,387824,3406,Acoustic,384418,385418,1000,"X"
D10_TT_Coded.eaf,D10,Auditory,0,15,5,5,Correct,381207,402638,Ga0 Tu15 Ta5 {2 3 *5*} Ch5,410573,2,Director,1,"T1",384418,387824,3406,Acoustic,386823,387620,797,"X"
D10_TT_Coded.eaf,D10,Auditory,1,0,7,7,Correct,410573,426216,Ga1 Tu0 Ta7 {*7* 2 3} Ch7,428357,1,Director,1,"T1",420594,422810,2216,Acoustic,420594,422810,2216,"X"
D10_TT_Coded.eaf,D10,Auditory,1,1,1,1,Correct,428357,443493,Ga1 Tu1 Ta1 {6 4 *1*} Ch1,445775,2,Director,1,"T1",433026,434620,1594,Acoustic,433026,434620,1594,"X"
D10_TT_Coded.eaf,D10,Auditory,1,2,3,3,Correct,445775,460069,Ga1 Tu2 Ta3 {4 5 *3*} Ch3,461644,1,Director,1,"T1",449418,453824,4406,Acoustic,449418,453824,4406,"X"
D10_TT_Coded.eaf,D10,Auditory,1,3,8,8,Correct,461644,485795,Ga1 Tu3 Ta8 {5 *8* 3} Ch8,488084,2,Director,1,"T1",478824,481824,3000,Acoustic,478824,481824,3000,"X"
D10_TT_Coded.eaf,D10,Auditory,1,4,5,5,Correct,488084,499932,Ga1 Tu4 Ta5 {7 *5* 6} Ch5,501498,1,Director,1,"T1",488229,489229,1000,Acoustic,488229,489229,1000,"X"
D10_TT_Coded.eaf,D10,Auditory,1,5,4,4,Correct,501498,513162,Ga1 Tu5 Ta4 {*4* 7 1} Ch4,515089,2,Director,1,"T1",509026,509823,797,Acoustic,509026,509823,797,"X"
D10_TT_Coded.eaf,D10,Auditory,1,6,6,6,Correct,515089,530648,Ga1 Tu6 Ta6 {2 *6* 8} Ch6,532784,1,Director,1,"T1",518620,520620,2000,Acoustic,518620,520620,2000,"X"
D10_TT_Coded.eaf,D10,Auditory,1,7,2,2,Correct,532784,559039,Ga1 Tu7 Ta2 {*2* 1 4} Ch2,560407,2,Director,1,"T1",544999,556432,11433,Acoustic,545013,548026,3013,"X"
D10_TT_Coded.eaf,D10,Auditory,1,7,2,2,Correct,532784,559039,Ga1 Tu7 Ta2 {*2* 1 4} Ch2,560407,2,Director,1,"T1",544999,556432,11433,Acoustic,554215,556418,2203,"X"
D10_TT_Coded.eaf,D10,Auditory,1,8,1,1,Correct,560407,568309,Ga1 Tu8 Ta1 {*1* 7 2} Ch1,569111,1,Director,1,"T1",563202,565026,1824,Acoustic,563202,565026,1824,"X"
D10_TT_Coded.eaf,D10,Auditory,1,9,5,5,Correct,569111,590606,Ga1 Tu9 Ta5 {2 3 *5*} Ch5,592472,2,Director,1,"T1",573290,581400,8110,Acoustic,573300,574200,900,"X"
D10_TT_Coded.eaf,D10,Auditory,1,9,5,5,Correct,569111,590606,Ga1 Tu9 Ta5 {2 3 *5*} Ch5,592472,2,Director,1,"T1",573290,581400,8110,Acoustic,580600,581400,800,"X"
D10_TT_Coded.eaf,D10,Auditory,1,10,2,2,Correct,592472,614991,Ga1 Tu10 Ta2 {5 1 *2*} Ch2,616509,1,Director,1,"T1",606300,608500,2200,Acoustic,606290,607200,910,"X"
D10_TT_Coded.eaf,D10,Auditory,1,10,2,2,Correct,592472,614991,Ga1 Tu10 Ta2 {5 1 *2*} Ch2,616509,1,Director,1,"T1",606300,608500,2200,Acoustic,607600,608500,900,"X"
D10_TT_Coded.eaf,D10,Auditory,1,11,3,3,Correct,616509,642396,Ga1 Tu11 Ta3 {8 *3* 4} Ch3,644395,2,Director,1,"T1",627395,637205,9810,Acoustic,627400,629350,1950,"X"
D10_TT_Coded.eaf,D10,Auditory,1,11,3,3,Correct,616509,642396,Ga1 Tu11 Ta3 {8 *3* 4} Ch3,644395,2,Director,1,"T1",627395,637205,9810,Acoustic,629620,631300,1680,"X"
D10_TT_Coded.eaf,D10,Auditory,1,11,3,3,Correct,616509,642396,Ga1 Tu11 Ta3 {8 *3* 4} Ch3,644395,2,Director,1,"T1",627395,637205,9810,Acoustic,632100,637200,5100,"X"
D10_TT_Coded.eaf,D10,Auditory,1,12,8,8,Correct,644395,656771,Ga1 Tu12 Ta8 {1 *8* 6} Ch8,655131,1,Director,1,"T1",646210,648800,2590,Acoustic,646210,648800,2590,"X"
D10_TT_Coded.eaf,D10,Auditory,1,13,6,6,Correct,655131,667339,Ga1 Tu13 Ta6 {*6* 7 8} Ch6,670017,2,Director,1,"T1",661110,666610,5500,Acoustic,661110,663900,2790,"X"
D10_TT_Coded.eaf,D10,Auditory,1,13,6,6,Correct,655131,667339,Ga1 Tu13 Ta6 {*6* 7 8} Ch6,670017,2,Director,1,"T1",661110,666610,5500,Acoustic,664100,666610,2510,"X"
D10_TT_Coded.eaf,D10,Auditory,1,14,4,4,Correct,670017,687949,Ga1 Tu14 Ta4 {6 5 *4*} Ch4,690546,1,Director,1,"T1",670095,673405,3310,Acoustic,670100,671000,900,"X"
D10_TT_Coded.eaf,D10,Auditory,1,14,4,4,Correct,670017,687949,Ga1 Tu14 Ta4 {6 5 *4*} Ch4,690546,1,Director,1,"T1",670095,673405,3310,Acoustic,672705,673405,700,"X"
D10_TT_Coded.eaf,D10,Auditory,1,15,7,7,Correct,690546,704961,Ga1 Tu15 Ta7 {8 *7* 3} Ch7,713190,2,Director,1,"T1",695300,700200,4900,Acoustic,695300,700200,4900,"X"
D10_TT_Coded.eaf,D10,Auditory,2,0,8,8,Correct,713190,721596,Ga2 Tu0 Ta8 {1 *8* 6} Ch8,723465,1,Director,1,"T1",715005,717105,2100,Acoustic,715005,717105,2100,"X"
D10_TT_Coded.eaf,D10,Auditory,2,1,6,6,Correct,723465,734313,Ga2 Tu1 Ta6 {*6* 7 8} Ch6,736044,2,Director,1,"T1",728005,730905,2900,Acoustic,728005,730905,2900,"X"
D10_TT_Coded.eaf,D10,Auditory,2,2,5,5,Correct,736044,743740,Ga2 Tu2 Ta5 {7 *5* 6} Ch5,746448,1,Director,1,"T1",736700,737400,700,Acoustic,736700,737400,700,"X"
D10_TT_Coded.eaf,D10,Auditory,2,3,4,4,Correct,746448,753688,Ga2 Tu3 Ta4 {*4* 7 1} Ch4,755076,2,Director,1,"T1",749000,751500,2500,Acoustic,749000,751500,2500,"X"
D10_TT_Coded.eaf,D10,Auditory,2,4,2,2,Correct,755076,767267,Ga2 Tu4 Ta2 {5 1 *2*} Ch2,769151,1,Director,1,"T1",761400,763800,2400,Acoustic,761400,763800,2400,"X"
D10_TT_Coded.eaf,D10,Auditory,2,5,3,3,Correct,769151,788742,Ga2 Tu5 Ta3 {8 *3* 4} Ch3,791451,2,Director,1,"T1",774495,788700,14205,Acoustic,774500,782700,8200,"X"
D10_TT_Coded.eaf,D10,Auditory,2,5,3,3,Correct,769151,788742,Ga2 Tu5 Ta3 {8 *3* 4} Ch3,791451,2,Director,1,"T1",774495,788700,14205,Acoustic,786600,788700,2100,"X"
D10_TT_Coded.eaf,D10,Auditory,2,6,6,6,Correct,791451,813235,Ga2 Tu6 Ta6 {2 *6* 8} Ch6,814789,1,Director,1,"T1",794720,797600,2880,Acoustic,794720,797600,2880,"X"
D10_TT_Coded.eaf,D10,Auditory,2,7,2,2,Correct,814789,834197,Ga2 Tu7 Ta2 {*2* 1 4} Ch2,836018,2,Director,1,"T1",820300,823400,3100,Acoustic,820300,823400,3100,"X"
D10_TT_Coded.eaf,D10,Auditory,2,8,4,5,Incorrect,836018,843843,Ga2 Tu8 Ta4 {6 *5* 4} Ch5,843932,1,Director,1,"T1",836505,840405,3900,Acoustic,836510,837310,800,"X"
D10_TT_Coded.eaf,D10,Auditory,2,8,4,5,Incorrect,836018,843843,Ga2 Tu8 Ta4 {6 *5* 4} Ch5,843932,1,Director,1,"T1",836505,840405,3900,Acoustic,839000,840400,1400,"X"
D10_TT_Coded.eaf,D10,Auditory,2,8,4,5,Incorrect,836018,843843,Ga2 Tu8 Ta4 {6 *5* 4} Ch5,843932,1,Director,1,"T1",836505,840405,3900,Acoustic,840400,840405,5,"X"
D10_TT_Coded.eaf,D10,Auditory,2,9,7,7,Correct,843932,858796,Ga2 Tu9 Ta7 {8 *7* 3} Ch7,860306,2,Director,1,"T1",849215,853705,4490,Acoustic,849215,851605,2390,"X"
D10_TT_Coded.eaf,D10,Auditory,2,9,7,7,Correct,843932,858796,Ga2 Tu9 Ta7 {8 *7* 3} Ch7,860306,2,Director,1,"T1",849215,853705,4490,Acoustic,852000,853700,1700,"X"
D10_TT_Coded.eaf,D10,Auditory,2,9,7,7,Correct,843932,858796,Ga2 Tu9 Ta7 {8 *7* 3} Ch7,860306,2,Director,1,"T1",849215,853705,4490,Acoustic,853700,853705,5,"X"
D10_TT_Coded.eaf,D10,Auditory,2,10,3,3,Correct,860306,869778,Ga2 Tu10 Ta3 {4 5 *3*} Ch3,871276,1,Director,1,"T1",862510,867500,4990,Acoustic,862510,867500,4990,"X"
D10_TT_Coded.eaf,D10,Auditory,2,11,8,8,Correct,871276,885587,Ga2 Tu11 Ta8 {5 *8* 3} Ch8,887098,2,Director,1,"T1",880300,883600,3300,Acoustic,880300,883600,3300,"X"
D10_TT_Coded.eaf,D10,Auditory,2,12,1,1,Correct,887098,893241,Ga2 Tu12 Ta1 {*1* 7 2} Ch1,894666,1,Director,1,"T1",889915,891605,1690,Acoustic,889915,891605,1690,"X"
D10_TT_Coded.eaf,D10,Auditory,2,13,5,2,Incorrect,894666,915793,Ga2 Tu13 Ta5 {*2* 3 5} Ch2,916833,2,Director,1,"T1",904010,910900,6890,Acoustic,904010,906900,2890,"X"
D10_TT_Coded.eaf,D10,Auditory,2,13,5,2,Incorrect,894666,915793,Ga2 Tu13 Ta5 {*2* 3 5} Ch2,916833,2,Director,1,"T1",904010,910900,6890,Acoustic,910110,910900,790,"X"
D10_TT_Coded.eaf,D10,Auditory,2,14,7,7,Correct,916833,927145,Ga2 Tu14 Ta7 {*7* 2 3} Ch7,928577,1,Director,1,"T1",920010,922600,2590,Acoustic,920010,922600,2590,"X"
D10_TT_Coded.eaf,D10,Auditory,2,15,1,1,Correct,928577,942161,Ga2 Tu15 Ta1 {6 4 *1*} Ch1,945504,2,Director,1,"T1",931510,935900,4390,Acoustic,931510,935900,4390,"X"
D10_TT_Coded.eaf,D10,Auditory,3,0,3,3,Correct,945504,961297,Ga3 Tu0 Ta3 {4 5 *3*} Ch3,962112,1,Director,1,"T1",955000,958600,3600,Acoustic,955000,958600,3600,"X"
D10_TT_Coded.eaf,D10,Auditory,3,1,8,8,Correct,962112,975599,Ga3 Tu1 Ta8 {5 *8* 3} Ch8,978040,2,Director,1,"T1",971000,973400,2400,Acoustic,971000,973400,2400,"X"
D10_TT_Coded.eaf,D10,Auditory,3,2,4,5,Incorrect,978040,984512,Ga3 Tu2 Ta4 {6 *5* 4} Ch5,984935,1,Director,1,"T1",979510,982300,2790,Acoustic,979500,980400,900,"X"
D10_TT_Coded.eaf,D10,Auditory,3,2,4,5,Incorrect,978040,984512,Ga3 Tu2 Ta4 {6 *5* 4} Ch5,984935,1,Director,1,"T1",979510,982300,2790,Acoustic,981710,982300,590,"X"
D10_TT_Coded.eaf,D10,Auditory,3,3,7,7,Correct,984935,994207,Ga3 Tu3 Ta7 {8 *7* 3} Ch7,994800,2,Director,1,"T1",987700,993300,5600,Acoustic,987695,990505,2810,"X"
D10_TT_Coded.eaf,D10,Auditory,3,3,7,7,Correct,984935,994207,Ga3 Tu3 Ta7 {8 *7* 3} Ch7,994800,2,Director,1,"T1",987700,993300,5600,Acoustic,991005,993305,2300,"X"
D10_TT_Coded.eaf,D10,Auditory,3,4,6,6,Correct,994800,1006247,Ga3 Tu4 Ta6 {2 *6* 8} Ch6,1007374,1,Director,1,"T1",999010,1004800,5790,Acoustic,999010,1001500,2490,"X"
D10_TT_Coded.eaf,D10,Auditory,3,4,6,6,Correct,994800,1006247,Ga3 Tu4 Ta6 {2 *6* 8} Ch6,1007374,1,Director,1,"T1",999010,1004800,5790,Acoustic,1002210,1004800,2590,"X"
D10_TT_Coded.eaf,D10,Auditory,3,5,2,2,Correct,1007374,1023885,Ga3 Tu5 Ta2 {*2* 1 4} Ch2,1025455,2,Director,1,"T1",1015200,1019600,4400,Acoustic,1015200,1019600,4400,"X"
D10_TT_Coded.eaf,D10,Auditory,3,6,8,8,Correct,1025455,1031639,Ga3 Tu6 Ta8 {1 *8* 6} Ch8,1032653,1,Director,1,"T1",1027300,1029900,2600,Acoustic,1027300,1029900,2600,"X"
D10_TT_Coded.eaf,D10,Auditory,3,7,3,3,Correct,1032653,1044788,Ga3 Tu7 Ta3 {8 *3* 4} Ch3,1045255,2,Director,1,"T1",1036280,1044500,8220,Acoustic,1036275,1040805,4530,"X"
D10_TT_Coded.eaf,D10,Auditory,3,7,3,3,Correct,1032653,1044788,Ga3 Tu7 Ta3 {8 *3* 4} Ch3,1045255,2,Director,1,"T1",1036280,1044500,8220,Acoustic,1041005,1043505,2500,"X"
D10_TT_Coded.eaf,D10,Auditory,3,7,3,3,Correct,1032653,1044788,Ga3 Tu7 Ta3 {8 *3* 4} Ch3,1045255,2,Director,1,"T1",1036280,1044500,8220,Acoustic,1043800,1044500,700,"X"
D10_TT_Coded.eaf,D10,Auditory,3,8,2,2,Correct,1045255,1060487,Ga3 Tu8 Ta2 {5 1 *2*} Ch2,1060828,1,Director,1,"T1",1053200,1055600,2400,Acoustic,1053215,1054405,1190,"X"
D10_TT_Coded.eaf,D10,Auditory,3,8,2,2,Correct,1045255,1060487,Ga3 Tu8 Ta2 {5 1 *2*} Ch2,1060828,1,Director,1,"T1",1053200,1055600,2400,Acoustic,1054615,1055605,990,"X"
D10_TT_Coded.eaf,D10,Auditory,3,9,6,6,Correct,1060828,1073667,Ga3 Tu9 Ta6 {*6* 7 8} Ch6,1074326,2,Director,1,"T1",1067400,1073400,6000,Acoustic,1067395,1070805,3410,"X"
D10_TT_Coded.eaf,D10,Auditory,3,9,6,6,Correct,1060828,1073667,Ga3 Tu9 Ta6 {*6* 7 8} Ch6,1074326,2,Director,1,"T1",1067400,1073400,6000,Acoustic,1072015,1073405,1390,"X"
D10_TT_Coded.eaf,D10,Auditory,3,10,5,5,Correct,1074326,1081055,Ga3 Tu10 Ta5 {7 *5* 6} Ch5,1081387,1,Director,1,"T1",1075800,1079400,3600,Acoustic,1075815,1076505,690,"X"
D10_TT_Coded.eaf,D10,Auditory,3,10,5,5,Correct,1074326,1081055,Ga3 Tu10 Ta5 {7 *5* 6} Ch5,1081387,1,Director,1,"T1",1075800,1079400,3600,Acoustic,1078505,1079405,900,"X"
D10_TT_Coded.eaf,D10,Auditory,3,11,4,4,Correct,1081387,1087083,Ga3 Tu11 Ta4 {*4* 7 1} Ch4,1087822,2,Director,1,"T1",1083210,1085400,2190,Acoustic,1083200,1083900,700,"X"
D10_TT_Coded.eaf,D10,Auditory,3,11,4,4,Correct,1081387,1087083,Ga3 Tu11 Ta4 {*4* 7 1} Ch4,1087822,2,Director,1,"T1",1083210,1085400,2190,Acoustic,1084800,1085400,600,"X"
D10_TT_Coded.eaf,D10,Auditory,3,12,1,1,Correct,1087822,1094238,Ga3 Tu12 Ta1 {*1* 7 2} Ch1,1095562,1,Director,1,"T1",1091010,1092900,1890,Acoustic,1091010,1092900,1890,"X"
D10_TT_Coded.eaf,D10,Auditory,3,13,5,5,Correct,1095562,1109315,Ga3 Tu13 Ta5 {2 3 *5*} Ch5,1110102,2,Director,1,"T1",1101995,1105605,3610,Acoustic,1102000,1103300,1300,"X"
D10_TT_Coded.eaf,D10,Auditory,3,13,5,5,Correct,1095562,1109315,Ga3 Tu13 Ta5 {2 3 *5*} Ch5,1110102,2,Director,1,"T1",1101995,1105605,3610,Acoustic,1104700,1105600,900,"X"
D10_TT_Coded.eaf,D10,Auditory,3,14,7,7,Correct,1110102,1117502,Ga3 Tu14 Ta7 {*7* 2 3} Ch7,1119074,1,Director,1,"T1",1113220,1116010,2790,Acoustic,1113230,1114200,970,"X"
D10_TT_Coded.eaf,D10,Auditory,3,14,7,7,Correct,1110102,1117502,Ga3 Tu14 Ta7 {*7* 2 3} Ch7,1119074,1,Director,1,"T1",1113220,1116010,2790,Acoustic,1114310,1116010,1700,"X"
D10_TT_Coded.eaf,D10,Auditory,3,15,1,1,Correct,1119074,1131657,Ga3 Tu15 Ta1 {6 4 *1*} Ch1,1245932,2,Director,1,"T1",1122900,1126500,3600,Acoustic,1122905,1124905,2000,"X"
D10_TT_Coded.eaf,D10,Auditory,3,15,1,1,Correct,1119074,1131657,Ga3 Tu15 Ta1 {6 4 *1*} Ch1,1245932,2,Director,1,"T1",1122900,1126500,3600,Acoustic,1125010,1126500,1490,"X"
D10_TT_Coded.eaf,D10,Visual,0,0,2,2,Correct,1245932,1287722,Ga0 Tu0 Ta2 {5 1 *2*} Ch2,1288539,2,Director,1,"T1",1267680,1280900,13220,Acoustic,1267690,1273200,5510,"X"
D10_TT_Coded.eaf,D10,Visual,0,0,2,2,Correct,1245932,1287722,Ga0 Tu0 Ta2 {5 1 *2*} Ch2,1288539,2,Director,1,"T1",1267680,1280900,13220,Acoustic,1277100,1280900,3800,"X"
D10_TT_Coded.eaf,D10,Visual,0,1,3,3,Correct,1288539,1318508,Ga0 Tu1 Ta3 {8 *3* 4} Ch3,1320097,1,Director,1,"T1",1294115,1315800,21685,Acoustic,1294115,1295205,1090,"X"
