filename,dyadNumber,condition,game,trial,target,choice,correct,trialStart,trialEnd,trialValue,startOfNextTrial,signallingPlayer,role,turnNumber,turnType,turnStart,turnEnd,turnLength,modality,signalStart,signalEnd,signalLength,signalType
D4_SOU_Coded_TT.eaf,D4,Auditory,0,0,3,3,Correct,28360,43194,Ga0 Tu0 Ta3 {4 5 *3*} Ch3,47026,2,Director,1,"T1",34200,37600,3400,Acoustic,34200,37600,3400,"X"
D4_SOU_Coded_TT.eaf,D4,Auditory,0,1,8,8,Correct,47026,62674,Ga0 Tu1 Ta8 {5 *8* 3} Ch8,64699,1,Director,1,"T1",53500,56200,2700,Acoustic,53500,56200,2700,"X"
D4_SOU_Coded_TT.eaf,D4,Auditory,0,2,4,5,Incorrect,64699,77576,Ga0 Tu2 Ta4 {6 *5* 4} Ch5,78329,2,Director,1,"T1",69490,72400,2910,Acoustic,69500,70100,600,"X"
D4_SOU_Coded_TT.eaf,D4,Auditory,0,2,4,5,Incorrect,64699,77576,Ga0 Tu2 Ta4 {6 *5* 4} Ch5,78329,2,Director,1,"T1",69490,72400,2910,Acoustic,71805,72405,600,"X"
D4_SOU_Coded_TT.eaf,D4,Auditory,0,3,7,7,Correct,78329,93609,Ga0 Tu3 Ta7 {8 *7* 3} Ch7,96661,1,Director,1,"T1",83600,86200,2600,Acoustic,83600,86200,2600,"X"
D4_SOU_Coded_TT.eaf,D4,Auditory,0,4,6,6,Correct,96661,112497,Ga0 Tu4 Ta6 {2 *6* 8} Ch6,114544,2,Director,1,"T1",102800,105900,3100,Acoustic,102800,105900,3100,"X"
D4_SOU_Coded_TT.eaf,D4,Auditory,0,5,2,2,Correct,114544,132752,Ga0 Tu5 Ta2 {*2* 1 4} Ch2,137232,1,Director,1,"T1",120700,124600,3900,Acoustic,120700,122200,1500,"X"
D4_SOU_Coded_TT.eaf,D4,Auditory,0,5,2,2,Correct,114544,132752,Ga0 Tu5 Ta2 {*2* 1 4} Ch2,137232,1,Director,1,"T1",120700,124600,3900,Acoustic,122805,124605,1800,"X"
D4_SOU_Coded_TT.eaf,D4,Auditory,0,6,8,8,Correct,137232,144829,Ga0 Tu6 Ta8 {1 *8* 6} Ch8,145823,2,Director,1,"T1",135700,138500,2800,Acoustic,135700,138500,2800,"X"
D4_SOU_Coded_TT.eaf,D4,Auditory,0,7,3,3,Correct,145823,159679,Ga0 Tu7 Ta3 {8 *3* 4} Ch3,161593,1,Director,1,"T1",154600,159600,5000,Acoustic,154600,159600,5000,"X"
D4_SOU_Coded_TT.eaf,D4,Auditory,0,8,2,1,Incorrect,161593,182703,Ga0 Tu8 Ta2 {5 *1* 2} Ch1,187870,2,Director,1,"T1",167200,170900,3700,Acoustic,167200,170900,3700,"X"
D4_SOU_Coded_TT.eaf,D4,Auditory,0,9,6,6,Correct,187870,202310,Ga0 Tu9 Ta6 {*6* 7 8} Ch6,203218,1,Director,1,"T1",192800,195800,3000,Acoustic,192800,195800,3000,"X"
D4_SOU_Coded_TT.eaf,D4,Auditory,0,10,5,6,Incorrect,203218,222001,Ga0 Tu10 Ta5 {7 5 *6*} Ch6,224085,2,Director,1,"T1",208010,210400,2390,Acoustic,208010,208600,590,"X"
D4_SOU_Coded_TT.eaf,D4,Auditory,0,10,5,6,Incorrect,203218,222001,Ga0 Tu10 Ta5 {7 5 *6*} Ch6,224085,2,Director,1,"T1",208010,210400,2390,Acoustic,209810,210400,590,"X"
D4_SOU_Coded_TT.eaf,D4,Auditory,0,11,4,4,Correct,224085,235068,Ga0 Tu11 Ta4 {*4* 7 1} Ch4,235771,1,Director,1,"T1",227800,228300,500,Acoustic,227800,228300,500,"X"
D4_SOU_Coded_TT.eaf,D4,Auditory,0,12,1,1,Correct,235771,252338,Ga0 Tu12 Ta1 {*1* 7 2} Ch1,253132,2,Director,1,"T1",239500,242200,2700,Acoustic,239500,242200,2700,"X"
D4_SOU_Coded_TT.eaf,D4,Auditory,0,13,5,5,Correct,253132,263180,Ga0 Tu13 Ta5 {2 3 *5*} Ch5,264102,1,Director,1,"T1",256610,257200,590,Acoustic,256610,257200,590,"X"
D4_SOU_Coded_TT.eaf,D4,Auditory,0,14,7,7,Correct,264102,278474,Ga0 Tu14 Ta7 {*7* 2 3} Ch7,279227,2,Director,1,"T1",268800,271000,2200,Acoustic,268800,271000,2200,"X"
D4_SOU_Coded_TT.eaf,D4,Auditory,0,15,1,1,Correct,279227,289755,Ga0 Tu15 Ta1 {6 4 *1*} Ch1,295768,1,Director,1,"T1",285420,287300,1880,Acoustic,285420,287300,1880,"X"
D4_SOU_Coded_TT.eaf,D4,Auditory,1,0,2,2,Correct,295768,317602,Ga1 Tu0 Ta2 {5 1 *2*} Ch2,321258,2,Director,1,"T1",301500,306600,5100,Acoustic,301500,306600,5100,"X"
D4_SOU_Coded_TT.eaf,D4,Auditory,1,1,3,3,Correct,321258,331850,Ga1 Tu1 Ta3 {8 *3* 4} Ch3,331968,1,Director,1,"T1",326000,330300,4300,Acoustic,326000,330300,4300,"X"
D4_SOU_Coded_TT.eaf,D4,Auditory,1,2,7,7,Correct,331968,340544,Ga1 Tu2 Ta7 {*7* 2 3} Ch7,342473,2,Director,1,"T1",336890,339400,2510,Acoustic,336890,339400,2510,"X"
D4_SOU_Coded_TT.eaf,D4,Auditory,1,3,1,1,Correct,342473,350809,Ga1 Tu3 Ta1 {6 4 *1*} Ch1,351511,1,Director,1,"T1",345800,347900,2100,Acoustic,345800,347900,2100,"X"
D4_SOU_Coded_TT.eaf,D4,Auditory,1,4,5,5,Correct,351511,361788,Ga1 Tu4 Ta5 {7 *5* 6} Ch5,362865,2,Director,1,"T1",356300,356800,500,Acoustic,356300,356800,500,"X"
D4_SOU_Coded_TT.eaf,D4,Auditory,1,5,4,4,Correct,362865,370168,Ga1 Tu5 Ta4 {*4* 7 1} Ch4,369537,1,Director,1,"T1",365210,365800,590,Acoustic,365210,365800,590,"X"
D4_SOU_Coded_TT.eaf,D4,Auditory,1,6,3,3,Correct,369537,380738,Ga1 Tu6 Ta3 {4 5 *3*} Ch3,380720,2,Director,1,"T1",373500,376810,3310,Acoustic,373500,376810,3310,"X"
