filename,dyadNumber,condition,game,trial,target,choice,correct,trialStart,trialEnd,trialValue,startOfNextTrial,signallingPlayer,role,turnNumber,turnType,turnStart,turnEnd,turnLength,modality,signalStart,signalEnd,signalLength,signalType
D18_TT_Coded.eaf,D18,Auditory,0,7,2,2,Correct,165624,173454,Ga0 Tu7 Ta2 {*2* 1 4} Ch2,175980,2,Director,1,"T1",171012,173769,2757,Visual,171012,173769,2757,"x"
D18_TT_Coded.eaf,D18,Auditory,0,7,2,2,Correct,165624,173454,Ga0 Tu7 Ta2 {*2* 1 4} Ch2,175980,2,Director,1,"T1",171012,173769,2757,Acoustic,171411,173600,2189,"x"
D18_TT_Coded.eaf,D18,Auditory,0,8,1,1,Correct,175980,183516,Ga0 Tu8 Ta1 {*1* 7 2} Ch1,182342,1,Director,1,"T1",177418,178877,1459,Acoustic,177418,178877,1459,"x"
D18_TT_Coded.eaf,D18,Auditory,0,8,1,1,Correct,175980,183516,Ga0 Tu8 Ta1 {*1* 7 2} Ch1,182342,1,Director,1,"T1",177418,178877,1459,Visual,177418,178877,1459,"x"
D18_TT_Coded.eaf,D18,Auditory,0,9,5,5,Correct,182342,188749,Ga0 Tu9 Ta5 {2 3 *5*} Ch5,189517,2,Director,1,"T1",186823,187783,960,Visual,186823,187783,960,"x"
D18_TT_Coded.eaf,D18,Auditory,0,9,5,5,Correct,182342,188749,Ga0 Tu9 Ta5 {2 3 *5*} Ch5,189517,2,Director,1,"T1",186823,187783,960,Acoustic,187121,187567,446,"x"
D18_TT_Coded.eaf,D18,Auditory,0,10,2,2,Correct,189517,204076,Ga0 Tu10 Ta2 {5 1 *2*} Ch2,195534,1,Director,1,"T1",191526,192782,1256,Visual,191526,192782,1256,"x"
D18_TT_Coded.eaf,D18,Auditory,0,10,2,2,Correct,189517,204076,Ga0 Tu10 Ta2 {5 1 *2*} Ch2,195534,1,Director,1,"T1",191526,192782,1256,Acoustic,191648,192783,1135,"x"
D18_TT_Coded.eaf,D18,Auditory,0,11,3,3,Correct,195534,211450,Ga0 Tu11 Ta3 {8 *3* 4} Ch3,211875,2,Director,1,"T2",197080,202431,5351,Visual,197080,202431,5351,"x"
D18_TT_Coded.eaf,D18,Auditory,0,10,2,2,Correct,189517,204076,Ga0 Tu10 Ta2 {5 1 *2*} Ch2,195534,2,Matcher,1,"T2",197080,202431,5351,Visual,197080,202431,5351,"x"
D18_TT_Coded.eaf,D18,Auditory,0,11,3,3,Correct,195534,211450,Ga0 Tu11 Ta3 {8 *3* 4} Ch3,211875,1,Matcher,1,"T3",203235,204127,892,Visual,203235,204127,892,"x"
D18_TT_Coded.eaf,D18,Auditory,0,10,2,2,Correct,189517,204076,Ga0 Tu10 Ta2 {5 1 *2*} Ch2,195534,1,Director,2,"T3",203235,204127,892,Visual,203235,204127,892,"x"
D18_TT_Coded.eaf,D18,Auditory,0,11,3,3,Correct,195534,211450,Ga0 Tu11 Ta3 {8 *3* 4} Ch3,211875,2,Director,2,"T1",207837,211229,3392,Acoustic,207837,211229,3392,"x"
D18_TT_Coded.eaf,D18,Auditory,0,12,8,8,Correct,211875,216395,Ga0 Tu12 Ta8 {1 *8* 6} Ch8,215821,1,Director,1,"T1",212648,214567,1919,Visual,212648,214567,1919,"x"
D18_TT_Coded.eaf,D18,Auditory,0,12,8,8,Correct,211875,216395,Ga0 Tu12 Ta8 {1 *8* 6} Ch8,215821,1,Director,1,"T1",212648,214567,1919,Acoustic,212844,214560,1716,"x"
D18_TT_Coded.eaf,D18,Auditory,0,13,6,6,Correct,215821,222485,Ga0 Tu13 Ta6 {*6* 7 8} Ch6,223195,2,Director,1,"T1",219607,221702,2095,Visual,219607,221702,2095,"x"
