game,stage,currentTarget,currentDistractors,timeSinceStart,choiceButton,choiceItem,date
0,-1,,_,12514,,NextRound,6/2/2016, 3:55:48 PM
0,0,6,6_1_2,62318,0,6,6/2/2016, 3:56:38 PM
0,1,,_,76173,,NextRound,6/2/2016, 3:56:51 PM
0,2,2,3_4_2,106140,2,2,6/2/2016, 3:57:21 PM
0,3,,_,119044,,NextRound,6/2/2016, 3:57:34 PM
0,4,4,6_4_5,123860,1,4,6/2/2016, 3:57:39 PM
0,5,,_,130435,,NextRound,6/2/2016, 3:57:46 PM
0,6,5,1_5_7,143819,1,5,6/2/2016, 3:57:59 PM
0,7,,_,155562,,NextRound,6/2/2016, 3:58:11 PM
0,8,0,0_6_1,163098,0,0,6/2/2016, 3:58:18 PM
0,9,,_,169099,,NextRound,6/2/2016, 3:58:24 PM
0,10,1,4_0_1,183658,2,1,6/2/2016, 3:58:39 PM
0,11,,_,191457,,NextRound,6/2/2016, 3:58:47 PM
0,12,7,0_7_5,195977,1,7,6/2/2016, 3:58:51 PM
0,13,,_,202777,,NextRound,6/2/2016, 3:58:58 PM
0,14,3,5_4_3,208409,2,3,6/2/2016, 3:59:04 PM
0,15,,_,221561,,NextRound,6/2/2016, 3:59:17 PM
1,-1,,_,227672,,NextRound,6/2/2016, 3:59:23 PM
1,0,7,0_7_5,231552,1,7,6/2/2016, 3:59:27 PM
1,1,,_,240224,,NextRound,6/2/2016, 3:59:35 PM
1,2,4,6_4_5,246727,1,4,6/2/2016, 3:59:42 PM
1,3,,_,252271,,NextRound,6/2/2016, 3:59:48 PM
1,4,1,4_0_1,259359,2,1,6/2/2016, 3:59:55 PM
1,5,,_,266383,,NextRound,6/2/2016, 4:00:02 PM
1,6,5,1_5_7,270350,1,5,6/2/2016, 4:00:06 PM
1,7,,_,277726,,NextRound,6/2/2016, 4:00:13 PM
1,8,3,5_4_3,283070,2,3,6/2/2016, 4:00:18 PM
1,9,,_,292870,,NextRound,6/2/2016, 4:00:28 PM
1,10,2,3_4_2,299414,2,2,6/2/2016, 4:00:35 PM
1,11,,_,305853,,NextRound,6/2/2016, 4:00:41 PM
1,12,0,0_6_1,312173,0,0,6/2/2016, 4:00:47 PM
1,13,,_,319246,,NextRound,6/2/2016, 4:00:54 PM
1,14,6,6_1_2,324885,0,6,6/2/2016, 4:01:00 PM
1,15,,_,333325,,NextRound,6/2/2016, 4:01:09 PM
2,-1,,_,338501,,NextRound,6/2/2016, 4:01:14 PM
2,0,2,3_4_2,344493,2,2,6/2/2016, 4:01:20 PM
2,1,,_,351028,,NextRound,6/2/2016, 4:01:26 PM
2,2,3,5_4_3,356332,2,3,6/2/2016, 4:01:32 PM
2,3,,_,362412,,NextRound,6/2/2016, 4:01:38 PM
2,4,5,1_5_7,366636,1,5,6/2/2016, 4:01:42 PM
2,5,,_,372851,,NextRound,6/2/2016, 4:01:48 PM
2,6,7,0_7_5,376579,1,7,6/2/2016, 4:01:52 PM
2,7,,_,382946,,NextRound,6/2/2016, 4:01:58 PM
2,8,1,4_0_1,388883,2,1,6/2/2016, 4:02:04 PM
2,9,,_,395091,,NextRound,6/2/2016, 4:02:10 PM
2,10,4,6_4_5,399811,1,4,6/2/2016, 4:02:15 PM
2,11,,_,405202,,NextRound,6/2/2016, 4:02:20 PM
2,12,0,0_6_1,410002,0,0,6/2/2016, 4:02:25 PM
2,13,,_,414666,,NextRound,6/2/2016, 4:02:30 PM
2,14,6,6_1_2,419122,0,6,6/2/2016, 4:02:34 PM
2,15,,_,427730,,NextRound,6/2/2016, 4:02:43 PM
3,-1,,_,430898,,NextRound,6/2/2016, 4:02:46 PM
3,0,1,4_0_1,436905,2,1,6/2/2016, 4:02:52 PM
3,1,,_,443929,,NextRound,6/2/2016, 4:02:59 PM
3,2,6,6_1_2,449889,0,6,6/2/2016, 4:03:05 PM
3,3,,_,456649,,NextRound,6/2/2016, 4:03:12 PM
3,4,4,6_4_5,460729,1,4,6/2/2016, 4:03:16 PM
3,5,,_,465129,,NextRound,6/2/2016, 4:03:20 PM
3,6,2,3_4_2,470697,2,2,6/2/2016, 4:03:26 PM
3,7,,_,476577,,NextRound,6/2/2016, 4:03:32 PM
3,8,5,1_5_7,480616,1,5,6/2/2016, 4:03:36 PM
3,9,,_,487520,,NextRound,6/2/2016, 4:03:43 PM
3,10,3,5_4_3,492416,2,3,6/2/2016, 4:03:48 PM
3,11,,_,498767,,NextRound,6/2/2016, 4:03:54 PM
3,12,7,0_7_5,501911,1,7,6/2/2016, 4:03:57 PM
3,13,,_,506967,,NextRound,6/2/2016, 4:04:02 PM
3,14,0,0_6_1,510703,0,0,6/2/2016, 4:04:06 PM
3,15,,_,515743,,NextRound,6/2/2016, 4:04:11 PM
