game,stage,currentTarget,currentDistractors,timeSinceStart,choiceButton,choiceItem,date
0,-1,,_,20860,,NextRound,6/2/2016, 3:55:36 PM
0,0,,_,74643,,NextRound,6/2/2016, 3:56:30 PM
0,1,0,5_3_0,83675,2,0,6/2/2016, 3:56:39 PM
0,2,,_,119794,,NextRound,6/2/2016, 3:57:15 PM
0,3,7,4_7_2,124441,1,7,6/2/2016, 3:57:20 PM
0,4,,_,130066,,NextRound,6/2/2016, 3:57:26 PM
0,5,3,3_6_0,142921,0,3,6/2/2016, 3:57:39 PM
0,6,,_,156003,,NextRound,6/2/2016, 3:57:52 PM
0,7,1,1_0_3,163833,0,1,6/2/2016, 3:57:59 PM
0,8,,_,172721,,NextRound,6/2/2016, 3:58:08 PM
0,9,4,1_2_4,179128,2,4,6/2/2016, 3:58:15 PM
0,10,,_,185913,,NextRound,6/2/2016, 3:58:22 PM
0,11,2,7_2_3,196736,1,2,6/2/2016, 3:58:32 PM
0,12,,_,206200,,NextRound,6/2/2016, 3:58:42 PM
0,13,5,5_6_7,212864,0,5,6/2/2016, 3:58:48 PM
0,14,,_,218136,,NextRound,6/2/2016, 3:58:54 PM
0,15,6,7_6_2,228320,1,6,6/2/2016, 3:59:04 PM
1,-1,,_,235559,,NextRound,6/2/2016, 3:59:11 PM
1,0,,_,241007,,NextRound,6/2/2016, 3:59:17 PM
1,1,5,5_6_7,251207,0,5,6/2/2016, 3:59:27 PM
1,2,,_,257159,,NextRound,6/2/2016, 3:59:33 PM
1,3,3,3_6_0,263224,0,3,6/2/2016, 3:59:39 PM
1,4,,_,270894,,NextRound,6/2/2016, 3:59:47 PM
1,5,2,7_2_3,276230,1,2,6/2/2016, 3:59:52 PM
1,6,,_,282079,,NextRound,6/2/2016, 3:59:58 PM
1,7,1,1_0_3,287174,1,0,6/2/2016, 4:00:03 PM
1,8,,_,293998,,NextRound,6/2/2016, 4:00:10 PM
1,9,6,7_6_2,301710,1,6,6/2/2016, 4:00:17 PM
1,10,,_,310997,,NextRound,6/2/2016, 4:00:27 PM
1,11,7,4_7_2,315749,1,7,6/2/2016, 4:00:31 PM
1,12,,_,323285,,NextRound,6/2/2016, 4:00:39 PM
1,13,4,1_2_4,329821,2,4,6/2/2016, 4:00:45 PM
1,14,,_,337061,,NextRound,6/2/2016, 4:00:53 PM
1,15,0,5_3_0,343429,2,0,6/2/2016, 4:00:59 PM
2,-1,,_,350653,,NextRound,6/2/2016, 4:01:06 PM
2,0,,_,358788,,NextRound,6/2/2016, 4:01:14 PM
2,1,7,4_7_2,360853,1,7,6/2/2016, 4:01:16 PM
2,2,,_,364308,,NextRound,6/2/2016, 4:01:20 PM
2,3,6,7_6_2,372213,1,6,6/2/2016, 4:01:28 PM
2,4,,_,377636,,NextRound,6/2/2016, 4:01:33 PM
2,5,1,1_0_3,382788,0,1,6/2/2016, 4:01:38 PM
2,6,,_,386396,,NextRound,6/2/2016, 4:01:42 PM
2,7,2,7_2_3,392380,1,2,6/2/2016, 4:01:48 PM
2,8,,_,398884,,NextRound,6/2/2016, 4:01:55 PM
2,9,5,5_6_7,404188,0,5,6/2/2016, 4:02:00 PM
2,10,,_,409124,,NextRound,6/2/2016, 4:02:05 PM
2,11,3,3_6_0,415363,0,3,6/2/2016, 4:02:11 PM
2,12,,_,421923,,NextRound,6/2/2016, 4:02:18 PM
2,13,4,1_2_4,425723,2,4,6/2/2016, 4:02:21 PM
2,14,,_,432060,,NextRound,6/2/2016, 4:02:28 PM
2,15,0,5_3_0,437348,2,0,6/2/2016, 4:02:33 PM
3,-1,,_,441571,,NextRound,6/2/2016, 4:02:37 PM
3,0,,_,449466,,NextRound,6/2/2016, 4:02:45 PM
3,1,2,7_2_3,452507,1,2,6/2/2016, 4:02:48 PM
3,2,,_,459490,,NextRound,6/2/2016, 4:02:55 PM
3,3,0,5_3_0,466194,2,0,6/2/2016, 4:03:02 PM
3,4,,_,471178,,NextRound,6/2/2016, 4:03:07 PM
3,5,3,3_6_0,475242,0,3,6/2/2016, 4:03:11 PM
3,6,,_,482690,,NextRound,6/2/2016, 4:03:18 PM
3,7,7,4_7_2,485930,1,7,6/2/2016, 4:03:22 PM
3,8,,_,491834,,NextRound,6/2/2016, 4:03:27 PM
3,9,1,1_0_3,496642,0,1,6/2/2016, 4:03:32 PM
3,10,,_,501474,,NextRound,6/2/2016, 4:03:37 PM
3,11,6,7_6_2,508297,1,6,6/2/2016, 4:03:44 PM
3,12,,_,513586,,NextRound,6/2/2016, 4:03:49 PM
3,13,5,5_6_7,516329,0,5,6/2/2016, 4:03:52 PM
3,14,,_,522449,,NextRound,6/2/2016, 4:03:58 PM
3,15,4,1_2_4,526065,2,4,6/2/2016, 4:04:02 PM
