game,stage,currentTarget,currentDistractors,timeSinceStart,choiceButton,choiceItem,date
0,-1,,_,24867,,NextRound,5/26/2016, 5:11:12 PM
0,0,,_,81001,,NextRound,5/26/2016, 5:12:08 PM
0,1,0,5_3_0,97312,2,0,5/26/2016, 5:12:24 PM
0,2,,_,125087,,NextRound,5/26/2016, 5:12:52 PM
0,3,7,4_7_2,140111,1,7,5/26/2016, 5:13:07 PM
0,4,,_,160607,,NextRound,5/26/2016, 5:13:28 PM
0,5,3,3_6_0,170134,0,3,5/26/2016, 5:13:37 PM
0,6,,_,215237,,NextRound,5/26/2016, 5:14:22 PM
0,7,1,1_0_3,231828,0,1,5/26/2016, 5:14:39 PM
0,8,,_,250148,,NextRound,5/26/2016, 5:14:57 PM
0,9,4,1_2_4,271379,2,4,5/26/2016, 5:15:18 PM
0,10,,_,301451,,NextRound,5/26/2016, 5:15:49 PM
0,11,2,7_2_3,318793,1,2,5/26/2016, 5:16:06 PM
0,12,,_,330506,,NextRound,5/26/2016, 5:16:18 PM
0,13,5,5_6_7,345361,0,5,5/26/2016, 5:16:32 PM
0,14,,_,353592,,NextRound,5/26/2016, 5:16:41 PM
0,15,6,7_6_2,391439,2,2,5/26/2016, 5:17:19 PM
1,-1,,_,426822,,NextRound,5/26/2016, 5:17:54 PM
1,0,,_,433095,,NextRound,5/26/2016, 5:18:00 PM
1,1,5,5_6_7,447382,0,5,5/26/2016, 5:18:14 PM
1,2,,_,467638,,NextRound,5/26/2016, 5:18:35 PM
1,3,3,3_6_0,471941,0,3,5/26/2016, 5:18:39 PM
1,4,,_,490509,,NextRound,5/26/2016, 5:18:58 PM
1,5,2,7_2_3,506260,1,2,5/26/2016, 5:19:13 PM
1,6,,_,520628,,NextRound,5/26/2016, 5:19:28 PM
1,7,1,1_0_3,537411,0,1,5/26/2016, 5:19:44 PM
1,8,,_,544418,,NextRound,5/26/2016, 5:19:51 PM
1,9,6,7_6_2,568554,1,6,5/26/2016, 5:20:16 PM
1,10,,_,582945,,NextRound,5/26/2016, 5:20:30 PM
1,11,7,4_7_2,594145,1,7,5/26/2016, 5:20:41 PM
1,12,,_,603128,,NextRound,5/26/2016, 5:20:50 PM
1,13,4,1_2_4,617296,2,4,5/26/2016, 5:21:04 PM
1,14,,_,644967,,NextRound,5/26/2016, 5:21:32 PM
1,15,0,5_3_0,660751,2,0,5/26/2016, 5:21:48 PM
2,-1,,_,665422,,NextRound,5/26/2016, 5:21:52 PM
2,0,,_,676879,,NextRound,5/26/2016, 5:22:04 PM
2,1,7,4_7_2,687934,1,7,5/26/2016, 5:22:15 PM
2,2,,_,698582,,NextRound,5/26/2016, 5:22:26 PM
2,3,6,7_6_2,713261,1,6,5/26/2016, 5:22:40 PM
2,4,,_,746756,,NextRound,5/26/2016, 5:23:14 PM
2,5,1,1_0_3,761748,0,1,5/26/2016, 5:23:29 PM
2,6,,_,771516,,NextRound,5/26/2016, 5:23:39 PM
2,7,2,7_2_3,783236,1,2,5/26/2016, 5:23:50 PM
2,8,,_,804082,,NextRound,5/26/2016, 5:24:11 PM
2,9,5,5_6_7,820082,0,5,5/26/2016, 5:24:27 PM
2,10,,_,837466,,NextRound,5/26/2016, 5:24:45 PM
2,11,3,3_6_0,847794,0,3,5/26/2016, 5:24:55 PM
2,12,,_,858105,,NextRound,5/26/2016, 5:25:05 PM
2,13,4,1_2_4,891576,2,4,5/26/2016, 5:25:39 PM
2,14,,_,911367,,NextRound,5/26/2016, 5:25:58 PM
2,15,0,5_3_0,921575,2,0,5/26/2016, 5:26:09 PM
3,-1,,_,926103,,NextRound,5/26/2016, 5:26:13 PM
3,0,,_,937792,,NextRound,5/26/2016, 5:26:25 PM
3,1,2,7_2_3,951127,1,2,5/26/2016, 5:26:38 PM
3,2,,_,965342,,NextRound,5/26/2016, 5:26:52 PM
3,3,0,5_3_0,974477,2,0,5/26/2016, 5:27:02 PM
3,4,,_,997892,,NextRound,5/26/2016, 5:27:25 PM
3,5,3,3_6_0,1004948,0,3,5/26/2016, 5:27:32 PM
3,6,,_,1015940,,NextRound,5/26/2016, 5:27:43 PM
3,7,7,4_7_2,1026660,1,7,5/26/2016, 5:27:54 PM
3,8,,_,1042275,,NextRound,5/26/2016, 5:28:09 PM
3,9,1,1_0_3,1066115,0,1,5/26/2016, 5:28:33 PM
3,10,,_,1079938,,NextRound,5/26/2016, 5:28:47 PM
3,11,6,7_6_2,1096314,1,6,5/26/2016, 5:29:03 PM
3,12,,_,1107273,,NextRound,5/26/2016, 5:29:14 PM
3,13,5,5_6_7,1129665,0,5,5/26/2016, 5:29:37 PM
3,14,,_,1139433,,NextRound,5/26/2016, 5:29:46 PM
3,15,4,1_2_4,1153089,2,4,5/26/2016, 5:30:00 PM
