game,stage,currentTarget,currentDistractors,timeSinceStart,choiceButton,choiceItem,date
0,-1,,_,39887,,NextRound,6/1/2016, 10:47:31 AM
0,0,2,3_4_2,103661,2,2,6/1/2016, 10:48:35 AM
0,1,,_,132404,,NextRound,6/1/2016, 10:49:04 AM
0,2,3,5_4_3,162267,1,4,6/1/2016, 10:49:34 AM
0,3,,_,199442,,NextRound,6/1/2016, 10:50:11 AM
0,4,5,1_5_7,240417,2,7,6/1/2016, 10:50:52 AM
0,5,,_,260952,,NextRound,6/1/2016, 10:51:12 AM
0,6,7,0_7_5,294791,1,7,6/1/2016, 10:51:46 AM
0,7,,_,341110,,NextRound,6/1/2016, 10:52:32 AM
0,8,1,4_0_1,361261,2,1,6/1/2016, 10:52:52 AM
0,9,,_,389389,,NextRound,6/1/2016, 10:53:21 AM
0,10,4,6_4_5,429044,2,5,6/1/2016, 10:54:00 AM
0,11,,_,449587,,NextRound,6/1/2016, 10:54:21 AM
0,12,0,0_6_1,462523,0,0,6/1/2016, 10:54:34 AM
0,13,,_,492369,,NextRound,6/1/2016, 10:55:04 AM
0,14,6,6_1_2,511649,0,6,6/1/2016, 10:55:23 AM
0,15,,_,537144,,NextRound,6/1/2016, 10:55:48 AM
1,-1,,_,542000,,NextRound,6/1/2016, 10:55:53 AM
1,0,1,4_0_1,599967,2,1,6/1/2016, 10:56:51 AM
1,1,,_,634989,,NextRound,6/1/2016, 10:57:26 AM
1,2,6,6_1_2,647869,0,6,6/1/2016, 10:57:39 AM
1,3,,_,667772,,NextRound,6/1/2016, 10:57:59 AM
1,4,4,6_4_5,707659,1,4,6/1/2016, 10:58:39 AM
1,5,,_,723874,,NextRound,6/1/2016, 10:58:55 AM
1,6,2,3_4_2,739403,2,2,6/1/2016, 10:59:11 AM
1,7,,_,757738,,NextRound,6/1/2016, 10:59:29 AM
1,8,5,1_5_7,774665,2,7,6/1/2016, 10:59:46 AM
1,9,,_,799120,,NextRound,6/1/2016, 11:00:10 AM
1,10,3,5_4_3,816240,2,3,6/1/2016, 11:00:27 AM
1,11,,_,837679,,NextRound,6/1/2016, 11:00:49 AM
1,12,7,0_7_5,850071,1,7,6/1/2016, 11:01:01 AM
1,13,,_,887494,,NextRound,6/1/2016, 11:01:39 AM
1,14,0,0_6_1,900925,0,0,6/1/2016, 11:01:52 AM
1,15,,_,912693,,NextRound,6/1/2016, 11:02:04 AM
2,-1,,_,942692,,NextRound,6/1/2016, 11:02:34 AM
2,0,6,6_1_2,957156,0,6,6/1/2016, 11:02:48 AM
2,1,,_,987515,,NextRound,6/1/2016, 11:03:19 AM
2,2,2,3_4_2,998538,2,2,6/1/2016, 11:03:30 AM
2,3,,_,1015082,,NextRound,6/1/2016, 11:03:46 AM
2,4,4,6_4_5,1041458,2,5,6/1/2016, 11:04:13 AM
2,5,,_,1057000,,NextRound,6/1/2016, 11:04:28 AM
2,6,5,1_5_7,1079576,2,7,6/1/2016, 11:04:51 AM
2,7,,_,1099639,,NextRound,6/1/2016, 11:05:11 AM
2,8,0,0_6_1,1110551,0,0,6/1/2016, 11:05:22 AM
2,9,,_,1133271,,NextRound,6/1/2016, 11:05:45 AM
2,10,1,4_0_1,1146414,2,1,6/1/2016, 11:05:58 AM
2,11,,_,1174629,,NextRound,6/1/2016, 11:06:26 AM
2,12,7,0_7_5,1182285,1,7,6/1/2016, 11:06:34 AM
2,13,,_,1212684,,NextRound,6/1/2016, 11:07:04 AM
2,14,3,5_4_3,1222900,2,3,6/1/2016, 11:07:14 AM
2,15,,_,1250259,,NextRound,6/1/2016, 11:07:41 AM
3,-1,,_,1256490,,NextRound,6/1/2016, 11:07:48 AM
3,0,7,0_7_5,1272090,1,7,6/1/2016, 11:08:03 AM
3,1,,_,1292946,,NextRound,6/1/2016, 11:08:24 AM
3,2,4,6_4_5,1326089,1,4,6/1/2016, 11:08:57 AM
3,3,,_,1338520,,NextRound,6/1/2016, 11:09:10 AM
3,4,1,4_0_1,1354128,2,1,6/1/2016, 11:09:25 AM
3,5,,_,1377103,,NextRound,6/1/2016, 11:09:48 AM
3,6,5,1_5_7,1395270,1,5,6/1/2016, 11:10:07 AM
3,7,,_,1422149,,NextRound,6/1/2016, 11:10:33 AM
3,8,3,5_4_3,1433964,2,3,6/1/2016, 11:10:45 AM
3,9,,_,1454516,,NextRound,6/1/2016, 11:11:06 AM
3,10,2,3_4_2,1473996,2,2,6/1/2016, 11:11:25 AM
3,11,,_,1489843,,NextRound,6/1/2016, 11:11:41 AM
3,12,0,0_6_1,1502715,0,0,6/1/2016, 11:11:54 AM
3,13,,_,1518986,,NextRound,6/1/2016, 11:12:10 AM
3,14,6,6_1_2,1529002,0,6,6/1/2016, 11:12:20 AM
3,15,,_,1541385,,NextRound,6/1/2016, 11:12:33 AM
