game,stage,currentTarget,currentDistractors,timeSinceStart,choiceButton,choiceItem,date
0,-1,,_,23746,,NextRound,5/13/2016, 5:18:16 PM
0,0,,_,56472,,NextRound,5/13/2016, 5:18:49 PM
0,1,7,4_7_2,140142,1,7,5/13/2016, 5:20:12 PM
0,2,,_,158397,,NextRound,5/13/2016, 5:20:31 PM
0,3,6,7_6_2,182902,1,6,5/13/2016, 5:20:55 PM
0,4,,_,200029,,NextRound,5/13/2016, 5:21:12 PM
0,5,1,1_0_3,213060,2,3,5/13/2016, 5:21:25 PM
0,6,,_,225724,,NextRound,5/13/2016, 5:21:38 PM
0,7,2,7_2_3,240731,1,2,5/13/2016, 5:21:53 PM
0,8,,_,254387,,NextRound,5/13/2016, 5:22:07 PM
0,9,5,5_6_7,258091,0,5,5/13/2016, 5:22:10 PM
0,10,,_,288842,,NextRound,5/13/2016, 5:22:41 PM
0,11,3,3_6_0,295378,0,3,5/13/2016, 5:22:48 PM
0,12,,_,306226,,NextRound,5/13/2016, 5:22:58 PM
0,13,4,1_2_4,313218,2,4,5/13/2016, 5:23:05 PM
0,14,,_,320194,,NextRound,5/13/2016, 5:23:12 PM
0,15,0,5_3_0,325898,2,0,5/13/2016, 5:23:18 PM
1,-1,,_,329273,,NextRound,5/13/2016, 5:23:22 PM
1,0,,_,338209,,NextRound,5/13/2016, 5:23:30 PM
1,1,2,7_2_3,343961,1,2,5/13/2016, 5:23:36 PM
1,2,,_,350369,,NextRound,5/13/2016, 5:23:43 PM
1,3,0,5_3_0,355649,2,0,5/13/2016, 5:23:48 PM
1,4,,_,369024,,NextRound,5/13/2016, 5:24:01 PM
1,5,3,3_6_0,374376,0,3,5/13/2016, 5:24:07 PM
1,6,,_,389544,,NextRound,5/13/2016, 5:24:22 PM
1,7,7,4_7_2,404735,1,7,5/13/2016, 5:24:37 PM
1,8,,_,409647,,NextRound,5/13/2016, 5:24:42 PM
1,9,1,1_0_3,424103,0,1,5/13/2016, 5:24:56 PM
1,10,,_,432654,,NextRound,5/13/2016, 5:25:05 PM
1,11,6,7_6_2,440494,0,7,5/13/2016, 5:25:13 PM
1,12,,_,455558,,NextRound,5/13/2016, 5:25:28 PM
1,13,5,5_6_7,457333,0,5,5/13/2016, 5:25:30 PM
1,14,,_,461654,,NextRound,5/13/2016, 5:25:34 PM
1,15,4,1_2_4,467942,2,4,5/13/2016, 5:25:40 PM
2,-1,,_,470813,,NextRound,5/13/2016, 5:25:43 PM
2,0,,_,483246,,NextRound,5/13/2016, 5:25:56 PM
2,1,0,5_3_0,488461,2,0,5/13/2016, 5:26:01 PM
2,2,,_,495445,,NextRound,5/13/2016, 5:26:08 PM
2,3,7,4_7_2,515284,0,4,5/13/2016, 5:26:28 PM
2,4,,_,516684,,NextRound,5/13/2016, 5:26:29 PM
2,5,3,3_6_0,521020,0,3,5/13/2016, 5:26:33 PM
2,6,,_,529060,,NextRound,5/13/2016, 5:26:41 PM
2,7,1,1_0_3,533620,0,1,5/13/2016, 5:26:46 PM
2,8,,_,538396,,NextRound,5/13/2016, 5:26:51 PM
2,9,4,1_2_4,544660,2,4,5/13/2016, 5:26:57 PM
2,10,,_,548740,,NextRound,5/13/2016, 5:27:01 PM
2,11,2,7_2_3,555467,1,2,5/13/2016, 5:27:08 PM
2,12,,_,561579,,NextRound,5/13/2016, 5:27:14 PM
2,13,5,5_6_7,566803,0,5,5/13/2016, 5:27:19 PM
2,14,,_,572803,,NextRound,5/13/2016, 5:27:25 PM
2,15,6,7_6_2,578747,0,7,5/13/2016, 5:27:31 PM
3,-1,,_,581888,,NextRound,5/13/2016, 5:27:34 PM
3,0,,_,585795,,NextRound,5/13/2016, 5:27:38 PM
3,1,5,5_6_7,591883,0,5,5/13/2016, 5:27:44 PM
3,2,,_,603650,,NextRound,5/13/2016, 5:27:56 PM
3,3,3,3_6_0,612635,0,3,5/13/2016, 5:28:05 PM
3,4,,_,616514,,NextRound,5/13/2016, 5:28:09 PM
3,5,2,7_2_3,622570,1,2,5/13/2016, 5:28:15 PM
3,6,,_,626058,,NextRound,5/13/2016, 5:28:18 PM
3,7,1,1_0_3,630273,0,1,5/13/2016, 5:28:23 PM
3,8,,_,635241,,NextRound,5/13/2016, 5:28:28 PM
3,9,6,7_6_2,642618,0,7,5/13/2016, 5:28:35 PM
3,10,,_,648377,,NextRound,5/13/2016, 5:28:41 PM
3,11,7,4_7_2,655657,1,7,5/13/2016, 5:28:48 PM
3,12,,_,662049,,NextRound,5/13/2016, 5:28:54 PM
3,13,4,1_2_4,667473,2,4,5/13/2016, 5:29:00 PM
3,14,,_,674584,,NextRound,5/13/2016, 5:29:07 PM
3,15,0,5_3_0,679600,2,0,5/13/2016, 5:29:12 PM
