game,stage,currentTarget,currentDistractors,timeSinceStart,choiceButton,choiceItem,date
0,-1,,_,39580,,NextRound,5/17/2016, 4:19:44 PM
0,0,,_,73554,,NextRound,5/17/2016, 4:20:18 PM
0,1,7,4_7_2,94049,1,7,5/17/2016, 4:20:38 PM
0,2,,_,114576,,NextRound,5/17/2016, 4:20:59 PM
0,3,6,7_6_2,137254,1,6,5/17/2016, 4:21:21 PM
0,4,,_,173680,,NextRound,5/17/2016, 4:21:58 PM
0,5,1,1_0_3,206319,0,1,5/17/2016, 4:22:31 PM
0,6,,_,231494,,NextRound,5/17/2016, 4:22:56 PM
0,7,2,7_2_3,253229,1,2,5/17/2016, 4:23:17 PM
0,8,,_,280197,,NextRound,5/17/2016, 4:23:44 PM
0,9,5,5_6_7,302252,1,6,5/17/2016, 4:24:06 PM
0,10,,_,322395,,NextRound,5/17/2016, 4:24:27 PM
0,11,3,3_6_0,338827,0,3,5/17/2016, 4:24:43 PM
0,12,,_,361810,,NextRound,5/17/2016, 4:25:06 PM
0,13,4,1_2_4,372218,2,4,5/17/2016, 4:25:16 PM
0,14,,_,401081,,NextRound,5/17/2016, 4:25:45 PM
0,15,0,5_3_0,413456,2,0,5/17/2016, 4:25:58 PM
1,-1,,_,421072,,NextRound,5/17/2016, 4:26:05 PM
1,0,,_,446095,,NextRound,5/17/2016, 4:26:30 PM
1,1,2,7_2_3,468686,1,2,5/17/2016, 4:26:53 PM
1,2,,_,502589,,NextRound,5/17/2016, 4:27:27 PM
1,3,0,5_3_0,515773,2,0,5/17/2016, 4:27:40 PM
1,4,,_,532484,,NextRound,5/17/2016, 4:27:57 PM
1,5,3,3_6_0,542428,0,3,5/17/2016, 4:28:07 PM
1,6,,_,569291,,NextRound,5/17/2016, 4:28:33 PM
1,7,7,4_7_2,581362,1,7,5/17/2016, 4:28:46 PM
1,8,,_,606354,,NextRound,5/17/2016, 4:29:11 PM
1,9,1,1_0_3,623649,0,1,5/17/2016, 4:29:28 PM
1,10,,_,638280,,NextRound,5/17/2016, 4:29:42 PM
1,11,6,7_6_2,653353,1,6,5/17/2016, 4:29:58 PM
1,12,,_,672495,,NextRound,5/17/2016, 4:30:17 PM
1,13,5,5_6_7,692599,1,6,5/17/2016, 4:30:37 PM
1,14,,_,706574,,NextRound,5/17/2016, 4:30:51 PM
1,15,4,1_2_4,716734,2,4,5/17/2016, 4:31:01 PM
2,-1,,_,722469,,NextRound,5/17/2016, 4:31:07 PM
2,0,,_,748293,,NextRound,5/17/2016, 4:31:32 PM
2,1,0,5_3_0,760972,2,0,5/17/2016, 4:31:45 PM
2,2,,_,789091,,NextRound,5/17/2016, 4:32:13 PM
2,3,7,4_7_2,801531,1,7,5/17/2016, 4:32:26 PM
2,4,,_,820514,,NextRound,5/17/2016, 4:32:45 PM
2,5,3,3_6_0,831370,0,3,5/17/2016, 4:32:56 PM
2,6,,_,853465,,NextRound,5/17/2016, 4:33:18 PM
2,7,1,1_0_3,871265,0,1,5/17/2016, 4:33:35 PM
2,8,,_,883616,,NextRound,5/17/2016, 4:33:48 PM
2,9,4,1_2_4,892720,2,4,5/17/2016, 4:33:57 PM
2,10,,_,917056,,NextRound,5/17/2016, 4:34:21 PM
2,11,2,7_2_3,932719,1,2,5/17/2016, 4:34:37 PM
2,12,,_,947638,,NextRound,5/17/2016, 4:34:52 PM
2,13,5,5_6_7,966013,0,5,5/17/2016, 4:35:10 PM
2,14,,_,976301,,NextRound,5/17/2016, 4:35:20 PM
2,15,6,7_6_2,995188,1,6,5/17/2016, 4:35:39 PM
3,-1,,_,1003252,,NextRound,5/17/2016, 4:35:47 PM
3,0,,_,1015580,,NextRound,5/17/2016, 4:36:00 PM
3,1,5,5_6_7,1029780,1,6,5/17/2016, 4:36:14 PM
3,2,,_,1044827,,NextRound,5/17/2016, 4:36:29 PM
3,3,3,3_6_0,1058346,0,3,5/17/2016, 4:36:43 PM
3,4,,_,1081697,,NextRound,5/17/2016, 4:37:06 PM
3,5,2,7_2_3,1101816,1,2,5/17/2016, 4:37:26 PM
3,6,,_,1121800,,NextRound,5/17/2016, 4:37:46 PM
3,7,1,1_0_3,1137455,0,1,5/17/2016, 4:38:02 PM
3,8,,_,1147078,,NextRound,5/17/2016, 4:38:11 PM
3,9,6,7_6_2,1161622,1,6,5/17/2016, 4:38:26 PM
3,10,,_,1189701,,NextRound,5/17/2016, 4:38:54 PM
3,11,7,4_7_2,1198397,1,7,5/17/2016, 4:39:03 PM
3,12,,_,1209068,,NextRound,5/17/2016, 4:39:13 PM
3,13,4,1_2_4,1221845,2,4,5/17/2016, 4:39:26 PM
3,14,,_,1245147,,NextRound,5/17/2016, 4:39:49 PM
3,15,0,5_3_0,1255274,2,0,5/17/2016, 4:39:59 PM
