game,stage,currentTarget,currentDistractors,timeSinceStart,choiceButton,choiceItem,date
0,-1,,_,49381,,NextRound,5/18/2016, 10:17:19 AM
0,0,,_,66732,,NextRound,5/18/2016, 10:17:36 AM
0,1,5,5_6_7,91203,2,7,5/18/2016, 10:18:01 AM
0,2,,_,125697,,NextRound,5/18/2016, 10:18:35 AM
0,3,3,3_6_0,136449,0,3,5/18/2016, 10:18:46 AM
0,4,,_,159359,,NextRound,5/18/2016, 10:19:09 AM
0,5,2,7_2_3,223045,1,2,5/18/2016, 10:20:13 AM
0,6,,_,237093,,NextRound,5/18/2016, 10:20:27 AM
0,7,1,1_0_3,263030,0,1,5/18/2016, 10:20:53 AM
0,8,,_,272195,,NextRound,5/18/2016, 10:21:02 AM
0,9,6,7_6_2,303426,1,6,5/18/2016, 10:21:33 AM
0,10,,_,328513,,NextRound,5/18/2016, 10:21:58 AM
0,11,7,4_7_2,347016,1,7,5/18/2016, 10:22:17 AM
0,12,,_,358192,,NextRound,5/18/2016, 10:22:28 AM
0,13,4,1_2_4,375968,2,4,5/18/2016, 10:22:45 AM
0,14,,_,393271,,NextRound,5/18/2016, 10:23:03 AM
0,15,0,5_3_0,409838,2,0,5/18/2016, 10:23:19 AM
1,-1,,_,428909,,NextRound,5/18/2016, 10:23:38 AM
1,0,,_,455748,,NextRound,5/18/2016, 10:24:05 AM
1,1,7,4_7_2,469860,1,7,5/18/2016, 10:24:19 AM
1,2,,_,476427,,NextRound,5/18/2016, 10:24:26 AM
1,3,6,7_6_2,506579,1,6,5/18/2016, 10:24:56 AM
1,4,,_,530601,,NextRound,5/18/2016, 10:25:20 AM
1,5,1,1_0_3,558424,0,1,5/18/2016, 10:25:48 AM
1,6,,_,566520,,NextRound,5/18/2016, 10:25:56 AM
1,7,2,7_2_3,595111,1,2,5/18/2016, 10:26:25 AM
1,8,,_,617222,,NextRound,5/18/2016, 10:26:47 AM
1,9,5,5_6_7,627877,2,7,5/18/2016, 10:26:57 AM
1,10,,_,639493,,NextRound,5/18/2016, 10:27:09 AM
1,11,3,3_6_0,648268,0,3,5/18/2016, 10:27:18 AM
1,12,,_,662621,,NextRound,5/18/2016, 10:27:32 AM
1,13,4,1_2_4,671852,0,1,5/18/2016, 10:27:41 AM
1,14,,_,695482,,NextRound,5/18/2016, 10:28:05 AM
1,15,0,5_3_0,706306,2,0,5/18/2016, 10:28:16 AM
2,-1,,_,719138,,NextRound,5/18/2016, 10:28:29 AM
2,0,,_,732129,,NextRound,5/18/2016, 10:28:42 AM
2,1,2,7_2_3,754368,1,2,5/18/2016, 10:29:04 AM
2,2,,_,764569,,NextRound,5/18/2016, 10:29:14 AM
2,3,0,5_3_0,777088,2,0,5/18/2016, 10:29:27 AM
2,4,,_,785975,,NextRound,5/18/2016, 10:29:35 AM
2,5,3,3_6_0,793975,0,3,5/18/2016, 10:29:43 AM
2,6,,_,809222,,NextRound,5/18/2016, 10:29:59 AM
2,7,7,4_7_2,817262,1,7,5/18/2016, 10:30:07 AM
2,8,,_,838357,,NextRound,5/18/2016, 10:30:28 AM
2,9,1,1_0_3,882788,0,1,5/18/2016, 10:31:12 AM
2,10,,_,901643,,NextRound,5/18/2016, 10:31:31 AM
2,11,6,7_6_2,926490,1,6,5/18/2016, 10:31:56 AM
2,12,,_,940425,,NextRound,5/18/2016, 10:32:10 AM
2,13,5,5_6_7,947441,2,7,5/18/2016, 10:32:17 AM
2,14,,_,957985,,NextRound,5/18/2016, 10:32:27 AM
2,15,4,1_2_4,967728,0,1,5/18/2016, 10:32:37 AM
3,-1,,_,974280,,NextRound,5/18/2016, 10:32:44 AM
3,0,,_,997920,,NextRound,5/18/2016, 10:33:07 AM
3,1,0,5_3_0,1005151,2,0,5/18/2016, 10:33:15 AM
3,2,,_,1017655,,NextRound,5/18/2016, 10:33:27 AM
3,3,7,4_7_2,1021734,1,7,5/18/2016, 10:33:31 AM
3,4,,_,1038750,,NextRound,5/18/2016, 10:33:48 AM
3,5,3,3_6_0,1044797,0,3,5/18/2016, 10:33:54 AM
3,6,,_,1053853,,NextRound,5/18/2016, 10:34:03 AM
3,7,1,1_0_3,1070132,0,1,5/18/2016, 10:34:20 AM
3,8,,_,1076676,,NextRound,5/18/2016, 10:34:26 AM
3,9,4,1_2_4,1088796,0,1,5/18/2016, 10:34:38 AM
3,10,,_,1100628,,NextRound,5/18/2016, 10:34:50 AM
3,11,2,7_2_3,1110507,1,2,5/18/2016, 10:35:00 AM
3,12,,_,1117802,,NextRound,5/18/2016, 10:35:07 AM
3,13,5,5_6_7,1127450,0,5,5/18/2016, 10:35:17 AM
3,14,,_,1132553,,NextRound,5/18/2016, 10:35:22 AM
3,15,6,7_6_2,1143505,1,6,5/18/2016, 10:35:33 AM
