game,stage,currentTarget,currentDistractors,timeSinceStart,choiceButton,choiceItem,date
0,-1,,_,59399,,NextRound,5/26/2016, 5:31:45 PM
0,0,,_,86374,,NextRound,5/26/2016, 5:32:12 PM
0,1,0,5_3_0,124597,2,0,5/26/2016, 5:32:50 PM
0,2,,_,174939,,NextRound,5/26/2016, 5:33:41 PM
0,3,7,4_7_2,215796,0,4,5/26/2016, 5:34:22 PM
0,4,,_,230138,,NextRound,5/26/2016, 5:34:36 PM
0,5,3,3_6_0,257786,0,3,5/26/2016, 5:35:04 PM
0,6,,_,283593,,NextRound,5/26/2016, 5:35:29 PM
0,7,1,1_0_3,294184,0,1,5/26/2016, 5:35:40 PM
0,8,,_,306575,,NextRound,5/26/2016, 5:35:52 PM
0,9,4,1_2_4,335527,2,4,5/26/2016, 5:36:21 PM
0,10,,_,347494,,NextRound,5/26/2016, 5:36:33 PM
0,11,2,7_2_3,403013,1,2,5/26/2016, 5:37:29 PM
0,12,,_,422052,,NextRound,5/26/2016, 5:37:48 PM
0,13,5,5_6_7,436700,0,5,5/26/2016, 5:38:02 PM
0,14,,_,456723,,NextRound,5/26/2016, 5:38:23 PM
0,15,6,7_6_2,482642,1,6,5/26/2016, 5:38:48 PM
1,-1,,_,489427,,NextRound,5/26/2016, 5:38:55 PM
1,0,,_,501658,,NextRound,5/26/2016, 5:39:07 PM
1,1,5,5_6_7,511082,0,5,5/26/2016, 5:39:17 PM
1,2,,_,552672,,NextRound,5/26/2016, 5:39:58 PM
1,3,3,3_6_0,559928,0,3,5/26/2016, 5:40:06 PM
1,4,,_,570415,,NextRound,5/26/2016, 5:40:16 PM
1,5,2,7_2_3,579375,1,2,5/26/2016, 5:40:25 PM
1,6,,_,589248,,NextRound,5/26/2016, 5:40:35 PM
1,7,1,1_0_3,598175,0,1,5/26/2016, 5:40:44 PM
1,8,,_,607966,,NextRound,5/26/2016, 5:40:54 PM
1,9,6,7_6_2,630462,1,6,5/26/2016, 5:41:16 PM
1,10,,_,661702,,NextRound,5/26/2016, 5:41:47 PM
1,11,7,4_7_2,668797,1,7,5/26/2016, 5:41:55 PM
1,12,,_,698132,,NextRound,5/26/2016, 5:42:24 PM
1,13,4,1_2_4,709059,2,4,5/26/2016, 5:42:35 PM
1,14,,_,727042,,NextRound,5/26/2016, 5:42:53 PM
1,15,0,5_3_0,735571,2,0,5/26/2016, 5:43:01 PM
2,-1,,_,740515,,NextRound,5/26/2016, 5:43:06 PM
2,0,,_,781105,,NextRound,5/26/2016, 5:43:47 PM
2,1,7,4_7_2,789209,1,7,5/26/2016, 5:43:55 PM
2,2,,_,796674,,NextRound,5/26/2016, 5:44:02 PM
2,3,6,7_6_2,808320,1,6,5/26/2016, 5:44:14 PM
2,4,,_,830159,,NextRound,5/26/2016, 5:44:36 PM
2,5,1,1_0_3,835240,0,1,5/26/2016, 5:44:41 PM
2,6,,_,845615,,NextRound,5/26/2016, 5:44:51 PM
2,7,2,7_2_3,857671,1,2,5/26/2016, 5:45:03 PM
2,8,,_,870167,,NextRound,5/26/2016, 5:45:16 PM
2,9,5,5_6_7,881758,0,5,5/26/2016, 5:45:28 PM
2,10,,_,917645,,NextRound,5/26/2016, 5:46:03 PM
2,11,3,3_6_0,923101,0,3,5/26/2016, 5:46:09 PM
2,12,,_,932493,,NextRound,5/26/2016, 5:46:18 PM
2,13,4,1_2_4,943629,2,4,5/26/2016, 5:46:29 PM
2,14,,_,959004,,NextRound,5/26/2016, 5:46:45 PM
2,15,0,5_3_0,967379,2,0,5/26/2016, 5:46:53 PM
3,-1,,_,971443,,NextRound,5/26/2016, 5:46:57 PM
3,0,,_,981019,,NextRound,5/26/2016, 5:47:07 PM
3,1,2,7_2_3,989571,1,2,5/26/2016, 5:47:15 PM
3,2,,_,998027,,NextRound,5/26/2016, 5:47:24 PM
3,3,0,5_3_0,1006330,2,0,5/26/2016, 5:47:32 PM
3,4,,_,1036697,,NextRound,5/26/2016, 5:48:02 PM
3,5,3,3_6_0,1041410,0,3,5/26/2016, 5:48:07 PM
3,6,,_,1050905,,NextRound,5/26/2016, 5:48:17 PM
3,7,7,4_7_2,1061793,1,7,5/26/2016, 5:48:28 PM
3,8,,_,1071153,,NextRound,5/26/2016, 5:48:37 PM
3,9,1,1_0_3,1077080,0,1,5/26/2016, 5:48:43 PM
3,10,,_,1085496,,NextRound,5/26/2016, 5:48:51 PM
3,11,6,7_6_2,1122126,1,6,5/26/2016, 5:49:28 PM
3,12,,_,1134206,,NextRound,5/26/2016, 5:49:40 PM
3,13,5,5_6_7,1142950,0,5,5/26/2016, 5:49:49 PM
3,14,,_,1151974,,NextRound,5/26/2016, 5:49:58 PM
3,15,4,1_2_4,1171293,2,4,5/26/2016, 5:50:17 PM
