game,stage,currentTarget,currentDistractors,timeSinceStart,choiceButton,choiceItem,date
0,-1,,_,18135,,NextRound,5/13/2016, 5:18:21 PM
0,0,2,3_4_2,42870,1,4,5/13/2016, 5:18:46 PM
0,1,,_,53717,,NextRound,5/13/2016, 5:18:57 PM
PrevRound
0,1,,_,91949,,NextRound,5/13/2016, 5:19:35 PM
0,2,3,5_4_3,151132,2,3,5/13/2016, 5:20:34 PM
0,3,,_,163348,,NextRound,5/13/2016, 5:20:46 PM
0,4,5,1_5_7,191987,1,5,5/13/2016, 5:21:15 PM
0,5,,_,207819,,NextRound,5/13/2016, 5:21:31 PM
0,6,7,0_7_5,218914,1,7,5/13/2016, 5:21:42 PM
0,7,,_,235675,,NextRound,5/13/2016, 5:21:59 PM
0,8,1,4_0_1,243586,2,1,5/13/2016, 5:22:06 PM
0,9,,_,250202,,NextRound,5/13/2016, 5:22:13 PM
0,10,4,6_4_5,282154,1,4,5/13/2016, 5:22:45 PM
0,11,,_,289474,,NextRound,5/13/2016, 5:22:52 PM
0,12,0,0_6_1,297546,0,0,5/13/2016, 5:23:00 PM
0,13,,_,305353,,NextRound,5/13/2016, 5:23:08 PM
0,14,6,6_1_2,311737,0,6,5/13/2016, 5:23:15 PM
0,15,,_,319489,,NextRound,5/13/2016, 5:23:22 PM
1,-1,,_,322729,,NextRound,5/13/2016, 5:23:26 PM
1,0,1,4_0_1,330425,2,1,5/13/2016, 5:23:33 PM
1,1,,_,338121,,NextRound,5/13/2016, 5:23:41 PM
1,2,6,6_1_2,344497,0,6,5/13/2016, 5:23:47 PM
1,3,,_,348913,,NextRound,5/13/2016, 5:23:52 PM
1,4,4,6_4_5,361080,1,4,5/13/2016, 5:24:04 PM
1,5,,_,367089,,NextRound,5/13/2016, 5:24:10 PM
1,6,2,3_4_2,373969,2,2,5/13/2016, 5:24:17 PM
1,7,,_,397088,,NextRound,5/13/2016, 5:24:40 PM
1,8,5,1_5_7,403840,1,5,5/13/2016, 5:24:47 PM
1,9,,_,417495,,NextRound,5/13/2016, 5:25:00 PM
1,10,3,5_4_3,425975,2,3,5/13/2016, 5:25:09 PM
1,11,,_,435216,,NextRound,5/13/2016, 5:25:18 PM
1,12,7,0_7_5,445983,1,7,5/13/2016, 5:25:29 PM
1,13,,_,450815,,NextRound,5/13/2016, 5:25:34 PM
1,14,0,0_6_1,454887,0,0,5/13/2016, 5:25:38 PM
1,15,,_,463559,,NextRound,5/13/2016, 5:25:46 PM
2,-1,,_,466511,,NextRound,5/13/2016, 5:25:49 PM
2,0,6,6_1_2,474671,0,6,5/13/2016, 5:25:58 PM
2,1,,_,481111,,NextRound,5/13/2016, 5:26:04 PM
2,2,2,3_4_2,488727,2,2,5/13/2016, 5:26:12 PM
2,3,,_,500406,,NextRound,5/13/2016, 5:26:23 PM
2,4,4,6_4_5,508398,0,6,5/13/2016, 5:26:31 PM
2,5,,_,513854,,NextRound,5/13/2016, 5:26:37 PM
2,6,5,1_5_7,522149,1,5,5/13/2016, 5:26:45 PM
2,7,,_,528550,,NextRound,5/13/2016, 5:26:51 PM
2,8,0,0_6_1,531621,0,0,5/13/2016, 5:26:54 PM
2,9,,_,537406,,NextRound,5/13/2016, 5:27:00 PM
2,10,1,4_0_1,543358,2,1,5/13/2016, 5:27:06 PM
2,11,,_,548286,,NextRound,5/13/2016, 5:27:11 PM
2,12,7,0_7_5,554526,1,7,5/13/2016, 5:27:17 PM
2,13,,_,561117,,NextRound,5/13/2016, 5:27:24 PM
2,14,3,5_4_3,566765,2,3,5/13/2016, 5:27:30 PM
2,15,,_,573557,,NextRound,5/13/2016, 5:27:36 PM
3,-1,,_,576333,,NextRound,5/13/2016, 5:27:39 PM
3,0,7,0_7_5,581581,1,7,5/13/2016, 5:27:44 PM
3,1,,_,586300,,NextRound,5/13/2016, 5:27:49 PM
3,2,4,6_4_5,602052,1,4,5/13/2016, 5:28:05 PM
3,3,,_,605836,,NextRound,5/13/2016, 5:28:09 PM
3,4,1,4_0_1,611708,2,1,5/13/2016, 5:28:15 PM
3,5,,_,616332,,NextRound,5/13/2016, 5:28:19 PM
3,6,5,1_5_7,620316,1,5,5/13/2016, 5:28:23 PM
3,7,,_,624468,,NextRound,5/13/2016, 5:28:27 PM
3,8,3,5_4_3,630292,2,3,5/13/2016, 5:28:33 PM
3,9,,_,637356,,NextRound,5/13/2016, 5:28:40 PM
3,10,2,3_4_2,643300,2,2,5/13/2016, 5:28:46 PM
3,11,,_,652412,,NextRound,5/13/2016, 5:28:55 PM
3,12,0,0_6_1,654619,0,0,5/13/2016, 5:28:57 PM
3,13,,_,660915,,NextRound,5/13/2016, 5:29:04 PM
3,14,6,6_1_2,668355,0,6,5/13/2016, 5:29:11 PM
3,15,,_,672988,,NextRound,5/13/2016, 5:29:16 PM
