game,stage,currentTarget,currentDistractors,timeSinceStart,choiceButton,choiceItem,date
0,-1,,_,18052,,NextRound,5/9/2016, 10:55:11 AM
0,0,,_,49659,,NextRound,5/9/2016, 10:55:43 AM
0,1,7,4_7_2,67051,1,7,5/9/2016, 10:56:00 AM
0,2,,_,95201,,NextRound,5/9/2016, 10:56:28 AM
0,3,6,7_6_2,134160,1,6,5/9/2016, 10:57:07 AM
0,4,,_,150912,,NextRound,5/9/2016, 10:57:24 AM
0,5,1,1_0_3,225062,0,1,5/9/2016, 10:58:38 AM
0,6,,_,239422,,NextRound,5/9/2016, 10:58:52 AM
0,7,2,7_2_3,251909,1,2,5/9/2016, 10:59:05 AM
0,8,,_,266188,,NextRound,5/9/2016, 10:59:19 AM
0,9,5,5_6_7,278572,0,5,5/9/2016, 10:59:31 AM
0,10,,_,293244,,NextRound,5/9/2016, 10:59:46 AM
0,11,3,3_6_0,309811,2,0,5/9/2016, 11:00:03 AM
0,12,,_,323283,,NextRound,5/9/2016, 11:00:16 AM
0,13,4,1_2_4,339314,2,4,5/9/2016, 11:00:32 AM
0,14,,_,354050,,NextRound,5/9/2016, 11:00:47 AM
0,15,0,5_3_0,369313,0,5,5/9/2016, 11:01:02 AM
1,-1,,_,381361,,NextRound,5/9/2016, 11:01:14 AM
1,0,,_,393569,,NextRound,5/9/2016, 11:01:26 AM
1,1,2,7_2_3,408528,2,3,5/9/2016, 11:01:41 AM
1,2,,_,419584,,NextRound,5/9/2016, 11:01:52 AM
1,3,0,5_3_0,429159,2,0,5/9/2016, 11:02:02 AM
1,4,,_,441576,,NextRound,5/9/2016, 11:02:14 AM
1,5,3,3_6_0,452895,1,6,5/9/2016, 11:02:26 AM
1,6,,_,469606,,NextRound,5/9/2016, 11:02:42 AM
1,7,7,4_7_2,480318,1,7,5/9/2016, 11:02:53 AM
1,8,,_,492174,,NextRound,5/9/2016, 11:03:05 AM
1,9,1,1_0_3,499333,0,1,5/9/2016, 11:03:12 AM
1,10,,_,515948,,NextRound,5/9/2016, 11:03:29 AM
1,11,6,7_6_2,528075,1,6,5/9/2016, 11:03:41 AM
1,12,,_,541067,,NextRound,5/9/2016, 11:03:54 AM
1,13,5,5_6_7,553603,1,6,5/9/2016, 11:04:06 AM
1,14,,_,566155,,NextRound,5/9/2016, 11:04:19 AM
1,15,4,1_2_4,576194,2,4,5/9/2016, 11:04:29 AM
2,-1,,_,584258,,NextRound,5/9/2016, 11:04:37 AM
2,0,,_,593538,,NextRound,5/9/2016, 11:04:46 AM
2,1,0,5_3_0,602802,2,0,5/9/2016, 11:04:56 AM
2,2,,_,616081,,NextRound,5/9/2016, 11:05:09 AM
2,3,7,4_7_2,624289,1,7,5/9/2016, 11:05:17 AM
2,4,,_,635785,,NextRound,5/9/2016, 11:05:29 AM
2,5,3,3_6_0,648008,1,6,5/9/2016, 11:05:41 AM
2,6,,_,658320,,NextRound,5/9/2016, 11:05:51 AM
2,7,1,1_0_3,668024,0,1,5/9/2016, 11:06:01 AM
2,8,,_,679887,,NextRound,5/9/2016, 11:06:13 AM
2,9,4,1_2_4,687991,2,4,5/9/2016, 11:06:21 AM
2,10,,_,696031,,NextRound,5/9/2016, 11:06:29 AM
2,11,2,7_2_3,704766,1,2,5/9/2016, 11:06:38 AM
2,12,,_,715246,,NextRound,5/9/2016, 11:06:48 AM
2,13,5,5_6_7,724454,0,5,5/9/2016, 11:06:57 AM
2,14,,_,737110,,NextRound,5/9/2016, 11:07:10 AM
2,15,6,7_6_2,745949,1,6,5/9/2016, 11:07:19 AM
3,-1,,_,752734,,NextRound,5/9/2016, 11:07:26 AM
3,0,,_,767989,,NextRound,5/9/2016, 11:07:41 AM
3,1,5,5_6_7,778965,2,7,5/9/2016, 11:07:52 AM
3,2,,_,794844,,NextRound,5/9/2016, 11:08:08 AM
3,3,3,3_6_0,800732,0,3,5/9/2016, 11:08:14 AM
3,4,,_,809027,,NextRound,5/9/2016, 11:08:22 AM
3,5,2,7_2_3,817459,1,2,5/9/2016, 11:08:30 AM
3,6,,_,827339,,NextRound,5/9/2016, 11:08:40 AM
3,7,1,1_0_3,831634,0,1,5/9/2016, 11:08:44 AM
3,8,,_,839474,,NextRound,5/9/2016, 11:08:52 AM
3,9,6,7_6_2,847106,1,6,5/9/2016, 11:09:00 AM
3,10,,_,854851,,NextRound,5/9/2016, 11:09:08 AM
3,11,7,4_7_2,862034,1,7,5/9/2016, 11:09:15 AM
3,12,,_,871050,,NextRound,5/9/2016, 11:09:24 AM
3,13,4,1_2_4,878882,2,4,5/9/2016, 11:09:32 AM
3,14,,_,886778,,NextRound,5/9/2016, 11:09:40 AM
3,15,0,5_3_0,895505,2,0,5/9/2016, 11:09:48 AM
