game,stage,currentTarget,currentDistractors,timeSinceStart,choiceButton,choiceItem,date
0,-1,,_,23643,,NextRound,6/1/2016, 10:24:48 AM
0,0,,_,39730,,NextRound,6/1/2016, 10:25:04 AM
0,1,7,4_7_2,65818,0,4,6/1/2016, 10:25:30 AM
0,2,,_,98569,,NextRound,6/1/2016, 10:26:03 AM
0,3,6,7_6_2,121329,0,7,6/1/2016, 10:26:26 AM
0,4,,_,140912,,NextRound,6/1/2016, 10:26:45 AM
0,5,1,1_0_3,194263,0,1,6/1/2016, 10:27:39 AM
0,6,,_,215527,,NextRound,6/1/2016, 10:28:00 AM
0,7,2,7_2_3,233591,1,2,6/1/2016, 10:28:18 AM
0,8,,_,246270,,NextRound,6/1/2016, 10:28:31 AM
0,9,5,5_6_7,265381,0,5,6/1/2016, 10:28:50 AM
0,10,,_,291365,,NextRound,6/1/2016, 10:29:16 AM
0,11,3,3_6_0,309861,0,3,6/1/2016, 10:29:34 AM
0,12,,_,325518,,NextRound,6/1/2016, 10:29:50 AM
0,13,4,1_2_4,342092,2,4,6/1/2016, 10:30:07 AM
0,14,,_,361619,,NextRound,6/1/2016, 10:30:26 AM
0,15,0,5_3_0,382291,0,5,6/1/2016, 10:30:47 AM
1,-1,,_,411227,,NextRound,6/1/2016, 10:31:16 AM
1,0,,_,426570,,NextRound,6/1/2016, 10:31:31 AM
1,1,2,7_2_3,439787,1,2,6/1/2016, 10:31:44 AM
1,2,,_,453250,,NextRound,6/1/2016, 10:31:58 AM
1,3,0,5_3_0,467626,0,5,6/1/2016, 10:32:12 AM
1,4,,_,491873,,NextRound,6/1/2016, 10:32:36 AM
1,5,3,3_6_0,505353,0,3,6/1/2016, 10:32:50 AM
1,6,,_,518008,,NextRound,6/1/2016, 10:33:03 AM
1,7,7,4_7_2,537968,0,4,6/1/2016, 10:33:23 AM
1,8,,_,555639,,NextRound,6/1/2016, 10:33:40 AM
1,9,1,1_0_3,567647,0,1,6/1/2016, 10:33:52 AM
1,10,,_,581447,,NextRound,6/1/2016, 10:34:06 AM
1,11,6,7_6_2,606447,1,6,6/1/2016, 10:34:31 AM
1,12,,_,629886,,NextRound,6/1/2016, 10:34:54 AM
1,13,5,5_6_7,647302,0,5,6/1/2016, 10:35:12 AM
1,14,,_,658469,,NextRound,6/1/2016, 10:35:23 AM
1,15,4,1_2_4,675509,2,4,6/1/2016, 10:35:40 AM
2,-1,,_,685445,,NextRound,6/1/2016, 10:35:50 AM
2,0,,_,700676,,NextRound,6/1/2016, 10:36:05 AM
2,1,0,5_3_0,712612,2,0,6/1/2016, 10:36:17 AM
2,2,,_,725636,,NextRound,6/1/2016, 10:36:30 AM
2,3,7,4_7_2,754900,0,4,6/1/2016, 10:36:59 AM
2,4,,_,794946,,NextRound,6/1/2016, 10:37:39 AM
2,5,3,3_6_0,805138,0,3,6/1/2016, 10:37:50 AM
2,6,,_,821257,,NextRound,6/1/2016, 10:38:06 AM
2,7,1,1_0_3,835385,0,1,6/1/2016, 10:38:20 AM
2,8,,_,847161,,NextRound,6/1/2016, 10:38:32 AM
2,9,4,1_2_4,866145,2,4,6/1/2016, 10:38:51 AM
2,10,,_,879224,,NextRound,6/1/2016, 10:39:04 AM
2,11,2,7_2_3,889584,1,2,6/1/2016, 10:39:14 AM
2,12,,_,909752,,NextRound,6/1/2016, 10:39:34 AM
2,13,5,5_6_7,925584,0,5,6/1/2016, 10:39:50 AM
2,14,,_,942728,,NextRound,6/1/2016, 10:40:07 AM
2,15,6,7_6_2,963479,1,6,6/1/2016, 10:40:28 AM
3,-1,,_,971135,,NextRound,6/1/2016, 10:40:36 AM
3,0,,_,1037901,,NextRound,6/1/2016, 10:41:42 AM
3,1,5,5_6_7,1061853,0,5,6/1/2016, 10:42:06 AM
3,2,,_,1100132,,NextRound,6/1/2016, 10:42:45 AM
3,3,3,3_6_0,1113068,0,3,6/1/2016, 10:42:58 AM
3,4,,_,1126979,,NextRound,6/1/2016, 10:43:12 AM
3,5,2,7_2_3,1142859,1,2,6/1/2016, 10:43:27 AM
3,6,,_,1171491,,NextRound,6/1/2016, 10:43:56 AM
3,7,1,1_0_3,1185154,0,1,6/1/2016, 10:44:10 AM
3,8,,_,1199978,,NextRound,6/1/2016, 10:44:25 AM
3,9,6,7_6_2,1216786,1,6,6/1/2016, 10:44:41 AM
3,10,,_,1229129,,NextRound,6/1/2016, 10:44:54 AM
3,11,7,4_7_2,1250408,1,7,6/1/2016, 10:45:15 AM
3,12,,_,1261888,,NextRound,6/1/2016, 10:45:26 AM
3,13,4,1_2_4,1279040,2,4,6/1/2016, 10:45:44 AM
3,14,,_,1292096,,NextRound,6/1/2016, 10:45:57 AM
3,15,0,5_3_0,1303191,2,0,6/1/2016, 10:46:08 AM
