"","filename","dyadNumber","condition","game","trial","target","choice","correct","trialStart","trialEnd","trialValue","startOfNextTrial","signallingPlayer","role","turnNumber","turnType","turnStart","turnEnd","turnLength","modality","signalStart","signalEnd","signalLength","signalType","trialString","modalityCondition","playerId","itemId","turnString","trialLength","matcherResponds","matcherResponds.cumulative","numTurns.cumulative"
"19","D10_TT_Coded.eaf","D10","Visual",1,6,6,6,TRUE,1630260,1638132,"Ga1 Tu6 Ta6 {2 *6* 8} Ch6",1640045,2,"Director",1,"T1",1633080,1638000,4920,"Acoustic",1633080,1638000,4920,"x","Visual D10 1 6","vocal","D10 2","Visual 6","Visual vocal D10 1633080 1638000",5052,FALSE,0,0
"20","D10_TT_Coded.eaf","D10","Visual",1,7,2,2,TRUE,1640045,1642924,"Ga1 Tu7 Ta2 {*2* 1 4} Ch2",1643716,1,"Director",1,"T1",1639610,1642220,2610,"Acoustic",1639610,1642220,2610,"x","Visual D10 1 7","vocal","D10 1","Visual 2","Visual vocal D10 1639610 1642220",3314,FALSE,0,0
"21","D10_TT_Coded.eaf","D10","Visual",1,8,1,1,TRUE,1643716,1650523,"Ga1 Tu8 Ta1 {*1* 7 2} Ch1",1652420,2,"Director",1,"T1",1645220,1650680,5460,"Acoustic",1645220,1650680,5460,"x","Visual D10 1 8","vocal","D10 2","Visual 1","Visual vocal D10 1645220 1650680",5303,FALSE,0,0
"22","D10_TT_Coded.eaf","D10","Visual",1,9,5,3,FALSE,1652420,1662123,"Ga1 Tu9 Ta5 {2 *3* 5} Ch3",1662355,1,"Director",1,"T1",1653410,1658220,4810,"Acoustic",1653410,1658220,4810,"x","Visual D10 1 9","vocal","D10 1","Visual 5","Visual vocal D10 1653410 1658220",8713,FALSE,0,0
"23","D10_TT_Coded.eaf","D10","Visual",1,10,2,2,TRUE,1662355,1667427,"Ga1 Tu10 Ta2 {5 1 *2*} Ch2",1668764,2,"Director",1,"T1",1663610,1666400,2790,"Acoustic",1663610,1666400,2790,"x","Visual D10 1 10","vocal","D10 2","Visual 2","Visual vocal D10 1663610 1666400",3817,FALSE,0,0
"24","D10_TT_Coded.eaf","D10","Visual",1,11,3,3,TRUE,1668764,1672996,"Ga1 Tu11 Ta3 {8 *3* 4} Ch3",1672674,1,"Director",1,"T1",1668960,1669760,800,"Acoustic",1668960,1669760,800,"x","Visual D10 1 11","vocal","D10 1","Visual 3","Visual vocal D10 1668960 1669760",4036,FALSE,0,0
"25","D10_TT_Coded.eaf","D10","Visual",1,12,8,8,TRUE,1672674,1688562,"Ga1 Tu12 Ta8 {1 *8* 6} Ch8",1690715,2,"Director",1,"T1",1674790,1682430,7640,"Acoustic",1674790,1676710,1920,"x","Visual D10 1 12","vocal","D10 2","Visual 8","Visual vocal D10 1674790 1682430",13772,FALSE,0,0
"26","D10_TT_Coded.eaf","D10","Visual",1,12,8,8,TRUE,1672674,1688562,"Ga1 Tu12 Ta8 {1 *8* 6} Ch8",1690715,2,"Director",1,"T1",1674790,1682430,7640,"Acoustic",1679730,1682440,2710,"x","Visual D10 1 12","vocal","D10 2","Visual 8","Visual vocal D10 1674790 1682430",13772,FALSE,0,0
"27","D10_TT_Coded.eaf","D10","Visual",3,7,3,3,TRUE,1887712,1890680,"Ga3 Tu7 Ta3 {8 *3* 4} Ch3",1890170,1,"Director",1,"T1",1887590,1888440,850,"Acoustic",1887590,1888440,850,"x","Visual D10 3 7","vocal","D10 1","Visual 3","Visual vocal D10 1887590 1888440",3090,FALSE,0,0
"28","D11_TT_Coded.eaf","D11","Visual",1,6,6,6,TRUE,343591,351478,"Ga1 Tu6 Ta6 {2 *6* 8} Ch6",351787,1,"Director",1,"T1",347863,349512,1649,"Visual",347863,349512,1649,"x","Visual D11 1 6","visual","D11 1","Visual 6","Visual visual D11 347863 349512",3615,FALSE,0,0
"29","D11_TT_Coded.eaf","D11","Visual",1,7,2,2,TRUE,351787,357243,"Ga1 Tu7 Ta2 {*2* 1 4} Ch2",357606,2,"Director",1,"T1",354600,356046,1446,"Visual",354600,356046,1446,"x","Visual D11 1 7","visual","D11 2","Visual 2","Visual visual D11 354600 356046",2643,FALSE,0,0
"30","D11_TT_Coded.eaf","D11","Visual",1,8,1,1,TRUE,357606,373582,"Ga1 Tu8 Ta1 {*1* 7 2} Ch1",374043,1,"Director",1,"T1",363830,367655,3825,"Visual",363830,367655,3825,"x","Visual D11 1 8","visual","D11 1","Visual 1","Visual visual D11 363830 367655",9752,TRUE,1,2
"31","D11_TT_Coded.eaf","D11","Visual",1,8,1,1,TRUE,357606,373582,"Ga1 Tu8 Ta1 {*1* 7 2} Ch1",374043,2,"Matcher",1,"T2",368932,370418,1486,"Visual",368932,370418,1486,"x","Visual D11 1 8","visual","D11 2","Visual 1","Visual visual D11 368932 370418",9752,TRUE,1,2
"32","D11_TT_Coded.eaf","D11","Visual",1,8,1,1,TRUE,357606,373582,"Ga1 Tu8 Ta1 {*1* 7 2} Ch1",374043,1,"Director",2,"T3",370034,372615,2581,"Visual",370034,372615,2581,"x","Visual D11 1 8","visual","D11 1","Visual 1","Visual visual D11 370034 372615",9752,TRUE,1,2
"33","D11_TT_Coded.eaf","D11","Visual",1,9,5,5,TRUE,374043,381570,"Ga1 Tu9 Ta5 {2 3 *5*} Ch5",381222,2,"Director",1,"T1",377399,379493,2094,"Visual",377399,379493,2094,"x","Visual D11 1 9","visual","D11 2","Visual 5","Visual visual D11 377399 379493",4171,FALSE,1,2
"34","D11_TT_Coded.eaf","D11","Visual",1,10,2,2,TRUE,381222,388269,"Ga1 Tu10 Ta2 {5 1 *2*} Ch2",388666,1,"Director",1,"T1",385364,386945,1581,"Visual",385364,386945,1581,"x","Visual D11 1 10","visual","D11 1","Visual 2","Visual visual D11 385364 386945",2905,FALSE,1,2
"35","D11_TT_Coded.eaf","D11","Visual",1,11,3,3,TRUE,388666,399722,"Ga1 Tu11 Ta3 {8 *3* 4} Ch3",399381,2,"Director",1,"T1",393500,396756,3256,"Visual",393500,396756,3256,"x","Visual D11 1 11","visual","D11 2","Visual 3","Visual visual D11 393500 396756",6222,FALSE,1,2
"36","D11_TT_Coded.eaf","D11","Visual",1,12,8,8,TRUE,399381,406757,"Ga1 Tu12 Ta8 {1 *8* 6} Ch8",406698,1,"Director",1,"T1",402986,405121,2135,"Visual",402986,405121,2135,"x","Visual D11 1 12","visual","D11 1","Visual 8","Visual visual D11 402986 405121",3771,FALSE,1,2
"37","D11_TT_Coded.eaf","D11","Visual",1,13,6,6,TRUE,406698,413337,"Ga1 Tu13 Ta6 {*6* 7 8} Ch6",414909,2,"Director",1,"T1",410175,411756,1581,"Visual",410175,411756,1581,"x","Visual D11 1 13","visual","D11 2","Visual 6","Visual visual D11 410175 411756",3162,FALSE,1,2
"38","D11_TT_Coded.eaf","D11","Visual",2,6,6,6,TRUE,480491,486850,"Ga2 Tu6 Ta6 {2 *6* 8} Ch6",486911,1,"Director",1,"T1",483945,485324,1379,"Visual",483945,485324,1379,"x","Visual D11 2 6","visual","D11 1","Visual 6","Visual visual D11 483945 485324",2905,FALSE,1,2
"39","D11_TT_Coded.eaf","D11","Visual",2,7,2,2,TRUE,486911,492694,"Ga2 Tu7 Ta2 {*2* 1 4} Ch2",493050,2,"Director",1,"T1",490384,491601,1217,"Visual",490384,491601,1217,"x","Visual D11 2 7","visual","D11 2","Visual 2","Visual visual D11 490384 491601",2310,FALSE,1,2
"40","D11_TT_Coded.eaf","D11","Visual",2,8,4,4,TRUE,493050,501587,"Ga2 Tu8 Ta4 {6 5 *4*} Ch4",501510,1,"Director",1,"T1",498594,500202,1608,"Visual",498594,500202,1608,"x","Visual D11 2 8","visual","D11 1","Visual 4","Visual visual D11 498594 500202",2993,FALSE,1,2
"41","D11_TT_Coded.eaf","D11","Visual",2,9,7,7,TRUE,501510,509669,"Ga2 Tu9 Ta7 {8 *7* 3} Ch7",509066,2,"Director",1,"T1",504973,507554,2581,"Visual",504973,507554,2581,"x","Visual D11 2 9","visual","D11 2","Visual 7","Visual visual D11 504973 507554",4696,FALSE,1,2
"42","D11_TT_Coded.eaf","D11","Visual",2,10,3,3,TRUE,509066,518601,"Ga2 Tu10 Ta3 {4 5 *3*} Ch3",517237,1,"Director",1,"T1",513040,515499,2459,"Visual",513040,515499,2459,"x","Visual D11 2 10","visual","D11 1","Visual 3","Visual visual D11 513040 515499",5561,FALSE,1,2
"43","D11_TT_Coded.eaf","D11","Visual",2,11,8,8,TRUE,517237,526557,"Ga2 Tu11 Ta8 {5 *8* 3} Ch8",526657,2,"Director",1,"T1",522567,524783,2216,"Visual",522567,524783,2216,"x","Visual D11 2 11","visual","D11 2","Visual 8","Visual visual D11 522567 524783",3990,FALSE,1,2
"44","D11_TT_Coded.eaf","D11","Visual",2,12,1,1,TRUE,526657,534729,"Ga2 Tu12 Ta1 {*1* 7 2} Ch1",533908,1,"Director",1,"T1",530715,532742,2027,"Visual",530715,532742,2027,"x","Visual D11 2 12","visual","D11 1","Visual 1","Visual visual D11 530715 532742",4014,FALSE,1,2
"45","D11_TT_Coded.eaf","D11","Visual",2,13,5,3,FALSE,533908,541132,"Ga2 Tu13 Ta5 {2 *3* 5} Ch3",541937,2,"Director",1,"T1",537716,540135,2419,"Visual",537716,540135,2419,"x","Visual D11 2 13","visual","D11 2","Visual 5","Visual visual D11 537716 540135",3416,FALSE,1,2
"46","D11_TT_Coded.eaf","D11","Auditory",0,5,4,4,TRUE,873304,882928,"Ga0 Tu5 Ta4 {*4* 7 1} Ch4",881643,2,"Director",1,"T1",878080,878824,744,"Visual",878080,878824,744,"x","Auditory D11 0 5","visual","D11 2","Auditory 4","Auditory visual D11 878080 878824",4848,FALSE,0,0
"47","D11_TT_Coded.eaf","D11","Auditory",0,6,3,3,TRUE,881643,891394,"Ga0 Tu6 Ta3 {4 5 *3*} Ch3",891009,1,"Director",1,"T1",889107,890012,905,"Visual",889107,890012,905,"x","Auditory D11 0 6","visual","D11 1","Auditory 3","Auditory visual D11 889107 890012",2287,FALSE,0,0
"48","D11_TT_Coded.eaf","D11","Auditory",0,7,8,8,TRUE,891009,902551,"Ga0 Tu7 Ta8 {5 *8* 3} Ch8",902746,2,"Director",1,"T1",898918,900364,1446,"Visual",898918,900364,1446,"x","Auditory D11 0 7","visual","D11 2","Auditory 8","Auditory visual D11 898918 900364",3633,FALSE,0,0
"49","D11_TT_Coded.eaf","D11","Auditory",0,8,6,6,TRUE,902746,915530,"Ga0 Tu8 Ta6 {2 *6* 8} Ch6",914647,1,"Director",1,"T1",908769,911796,3027,"Visual",908769,911796,3027,"x","Auditory D11 0 8","visual","D11 1","Auditory 6","Auditory visual D11 908769 911796",6761,FALSE,0,0
"50","D11_TT_Coded.eaf","D11","Auditory",0,9,2,2,TRUE,914647,926982,"Ga0 Tu9 Ta2 {*2* 1 4} Ch2",925762,2,"Director",1,"T1",922167,923640,1473,"Visual",922167,923640,1473,"x","Auditory D11 0 9","visual","D11 2","Auditory 2","Auditory visual D11 922167 923640",4815,FALSE,0,0
"51","D11_TT_Coded.eaf","D11","Auditory",0,10,4,4,TRUE,925762,934361,"Ga0 Tu10 Ta4 {6 5 *4*} Ch4",935166,1,"Director",1,"T1",931850,932540,690,"Visual",931850,932540,690,"x","Auditory D11 0 10","visual","D11 1","Auditory 4","Auditory visual D11 931850 932540",2511,FALSE,0,0
"52","D11_TT_Coded.eaf","D11","Auditory",3,0,3,3,TRUE,1302405,1308877,"Ga3 Tu0 Ta3 {4 5 *3*} Ch3",1309615,1,"Director",1,"T1",1306228,1307296,1068,"Visual",1306228,1307296,1068,"x","Auditory D11 3 0","visual","D11 1","Auditory 3","Auditory visual D11 1306228 1307296",2649,FALSE,0,0
"53","D11_TT_Coded.eaf","D11","Auditory",3,1,8,8,TRUE,1309615,1315214,"Ga3 Tu1 Ta8 {5 *8* 3} Ch8",1316157,2,"Director",1,"T1",1313066,1314688,1622,"Visual",1313066,1314688,1622,"x","Auditory D11 3 1","visual","D11 2","Auditory 8","Auditory visual D11 1313066 1314688",2148,FALSE,0,0
"54","D11_TT_Coded.eaf","D11","Auditory",3,2,4,4,TRUE,1316157,1322501,"Ga3 Tu2 Ta4 {6 5 *4*} Ch4",1322022,1,"Director",1,"T1",1320411,1321087,676,"Visual",1320411,1321087,676,"x","Auditory D11 3 2","visual","D11 1","Auditory 4","Auditory visual D11 1320411 1321087",2090,FALSE,0,0
"55","D11_TT_Coded.eaf","D11","Auditory",3,3,7,7,TRUE,1322022,1328350,"Ga3 Tu3 Ta7 {8 *7* 3} Ch7",1329581,2,"Director",1,"T1",1326202,1327405,1203,"Visual",1326202,1327405,1203,"x","Auditory D11 3 3","visual","D11 2","Auditory 7","Auditory visual D11 1326202 1327405",2148,FALSE,0,0
"56","D11_TT_Coded.eaf","D11","Auditory",3,4,6,6,TRUE,1329581,1339988,"Ga3 Tu4 Ta6 {2 *6* 8} Ch6",1338694,1,"Director",1,"T1",1335539,1337215,1676,"Visual",1335539,1337215,1676,"x","Auditory D11 3 4","visual","D11 1","Auditory 6","Auditory visual D11 1335539 1337215",4449,FALSE,0,0
"57","D11_TT_Coded.eaf","D11","Auditory",3,5,2,2,TRUE,1338694,1346725,"Ga3 Tu5 Ta2 {*2* 1 4} Ch2",1347028,2,"Director",1,"T1",1343945,1345445,1500,"Visual",1343945,1345445,1500,"x","Auditory D11 3 5","visual","D11 2","Auditory 2","Auditory visual D11 1343945 1345445",2780,FALSE,0,0
"58","D11_TT_Coded.eaf","D11","Auditory",3,6,8,8,TRUE,1347028,1354468,"Ga3 Tu6 Ta8 {1 *8* 6} Ch8",1353653,1,"Director",1,"T1",1351661,1353094,1433,"Visual",1351661,1353094,1433,"x","Auditory D11 3 6","visual","D11 1","Auditory 8","Auditory visual D11 1351661 1353094",2807,FALSE,0,0
"59","D11_TT_Coded.eaf","D11","Auditory",3,7,3,3,TRUE,1353653,1359245,"Ga3 Tu7 Ta3 {8 *3* 4} Ch3",1360012,2,"Director",1,"T1",1356979,1358073,1094,"Visual",1356979,1358073,1094,"x","Auditory D11 3 7","visual","D11 2","Auditory 3","Auditory visual D11 1356979 1358073",2266,FALSE,0,0
"60","D12_TT_Coded.eaf","D12","Auditory",1,4,5,5,TRUE,406009,419241,"Ga1 Tu4 Ta5 {7 *5* 6} Ch5",422876,1,"Director",1,"T1",408332,417525,9193,"Visual",408340,412551,4211,"x","Auditory D12 1 4","multi","D12 1","Auditory 5","Auditory multi D12 408332 417525",10909,FALSE,0,0
"61","D12_TT_Coded.eaf","D12","Auditory",1,4,5,5,TRUE,406009,419241,"Ga1 Tu4 Ta5 {7 *5* 6} Ch5",422876,1,"Director",1,"T1",408332,417525,9193,"Visual",416418,417541,1123,"x","Auditory D12 1 4","multi","D12 1","Auditory 5","Auditory multi D12 408332 417525",10909,FALSE,0,0
"62","D12_TT_Coded.eaf","D12","Auditory",1,4,5,5,TRUE,406009,419241,"Ga1 Tu4 Ta5 {7 *5* 6} Ch5",422876,1,"Director",1,"T1",408332,417525,9193,"Acoustic",416724,417567,843,"x","Auditory D12 1 4","multi","D12 1","Auditory 5","Auditory multi D12 408332 417525",10909,FALSE,0,0
"63","D12_TT_Coded.eaf","D12","Auditory",1,5,4,4,TRUE,422876,427740,"Ga1 Tu5 Ta4 {*4* 7 1} Ch4",429120,2,"Director",1,"T1",423996,424943,947,"Visual",423996,424943,947,"x","Auditory D12 1 5","multi","D12 2","Auditory 4","Auditory multi D12 423996 424943",3744,FALSE,0,0
"64","D12_TT_Coded.eaf","D12","Auditory",1,6,6,6,TRUE,429120,444000,"Ga1 Tu6 Ta6 {2 *6* 8} Ch6",444651,1,"Director",1,"T1",437407,440477,3070,"Acoustic",437793,440494,2701,"x","Auditory D12 1 6","multi","D12 1","Auditory 6","Auditory multi D12 437407 440477",6593,FALSE,0,0
"65","D12_TT_Coded.eaf","D12","Auditory",1,7,2,2,TRUE,444651,453530,"Ga1 Tu7 Ta2 {*2* 1 4} Ch2",454448,2,"Director",1,"T1",449354,453021,3667,"Visual",449354,453021,3667,"x","Auditory D12 1 7","multi","D12 2","Auditory 2","Auditory multi D12 449354 453021",4176,FALSE,0,0
"66","D12_TT_Coded.eaf","D12","Auditory",1,8,1,1,TRUE,454448,462391,"Ga1 Tu8 Ta1 {*1* 7 2} Ch1",466176,1,"Director",1,"T1",459754,462034,2280,"Visual",459754,462034,2280,"x","Auditory D12 1 8","multi","D12 1","Auditory 1","Auditory multi D12 459754 462034",2637,FALSE,0,0
"67","D12_TT_Coded.eaf","D12","Auditory",1,8,1,1,TRUE,454448,462391,"Ga1 Tu8 Ta1 {*1* 7 2} Ch1",466176,1,"Director",1,"T1",459754,462034,2280,"Acoustic",460183,462025,1842,"x","Auditory D12 1 8","multi","D12 1","Auditory 1","Auditory multi D12 459754 462034",2637,FALSE,0,0
"68","D12_TT_Coded.eaf","D12","Auditory",2,5,3,3,TRUE,703961,708112,"Ga2 Tu5 Ta3 {8 *3* 4} Ch3",707992,2,"Director",1,"T1",702859,704631,1772,"Visual",702859,704631,1772,"x","Auditory D12 2 5","multi","D12 2","Auditory 3","Auditory multi D12 702859 704631",5253,FALSE,0,0
"69","D12_TT_Coded.eaf","D12","Auditory",2,6,6,6,TRUE,707992,724687,"Ga2 Tu6 Ta6 {2 *6* 8} Ch6",727984,1,"Director",1,"T1",712718,720858,8140,"Visual",712718,720858,8140,"x","Auditory D12 2 6","multi","D12 1","Auditory 6","Auditory multi D12 712718 720858",11969,TRUE,1,1
"70","D12_TT_Coded.eaf","D12","Auditory",2,6,6,6,TRUE,707992,724687,"Ga2 Tu6 Ta6 {2 *6* 8} Ch6",727984,2,"Matcher",1,"T2",721270,723077,1807,"Visual",721270,723077,1807,"x","Auditory D12 2 6","multi","D12 2","Auditory 6","Auditory multi D12 721270 723077",11969,TRUE,1,1
"71","D12_TT_Coded.eaf","D12","Auditory",2,7,2,2,TRUE,727984,735168,"Ga2 Tu7 Ta2 {*2* 1 4} Ch2",734110,2,"Director",1,"T1",727981,730560,2579,"Visual",727981,730560,2579,"x","Auditory D12 2 7","multi","D12 2","Auditory 2","Auditory multi D12 727981 730560",7187,FALSE,1,1
"72","D12_TT_Coded.eaf","D12","Auditory",2,8,4,5,FALSE,734110,740670,"Ga2 Tu8 Ta4 {6 *5* 4} Ch5",742700,1,"Director",1,"T1",737665,738349,684,"Visual",737665,738349,684,"x","Auditory D12 2 8","multi","D12 1","Auditory 4","Auditory multi D12 737665 738349",3005,FALSE,1,1
"73","D12_TT_Coded.eaf","D12","Auditory",2,9,7,3,FALSE,742700,751783,"Ga2 Tu9 Ta7 {8 7 *3*} Ch3",754094,2,"Director",1,"T1",744033,746349,2316,"Visual",744033,746349,2316,"x","Auditory D12 2 9","multi","D12 2","Auditory 7","Auditory multi D12 744033 746349",7750,FALSE,1,1
"74","D12_TT_Coded.eaf","D12","Auditory",2,10,3,3,TRUE,754094,759126,"Ga2 Tu10 Ta3 {4 5 *3*} Ch3",759871,1,"Director",1,"T1",755462,758638,3176,"Acoustic",755462,758638,3176,"x","Auditory D12 2 10","multi","D12 1","Auditory 3","Auditory multi D12 755462 758638",3664,FALSE,1,1
"75","D12_TT_Coded.eaf","D12","Visual",1,3,8,8,TRUE,1467484,1480131,"Ga1 Tu3 Ta8 {5 *8* 3} Ch8",1478103,2,"Director",1,"T1",1469263,1475438,6175,"Visual",1469263,1475438,6175,"x","Visual D12 1 3","multi","D12 2","Visual 8","Visual multi D12 1469263 1475438",10868,FALSE,0,0
"76","D12_TT_Coded.eaf","D12","Visual",1,4,5,7,FALSE,1478103,1486839,"Ga1 Tu4 Ta5 {*7* 5 6} Ch7",1488411,1,"Director",1,"T1",1482192,1486314,4122,"Visual",1482192,1486314,4122,"x","Visual D12 1 4","multi","D12 1","Visual 5","Visual multi D12 1482192 1486314",4647,FALSE,0,0
"77","D12_TT_Coded.eaf","D12","Visual",1,5,4,4,TRUE,1488411,1501690,"Ga1 Tu5 Ta4 {*4* 7 1} Ch4",1503335,2,"Director",1,"T1",1489403,1493508,4105,"Visual",1489403,1493508,4105,"x","Visual D12 1 5","multi","D12 2","Visual 4","Visual multi D12 1489403 1493508",12287,TRUE,1,2
"78","D12_TT_Coded.eaf","D12","Visual",1,5,4,4,TRUE,1488411,1501690,"Ga1 Tu5 Ta4 {*4* 7 1} Ch4",1503335,1,"Matcher",1,"T2",1495551,1496885,1334,"Visual",1495551,1496885,1334,"x","Visual D12 1 5","multi","D12 1","Visual 4","Visual multi D12 1495551 1496885",12287,TRUE,1,2
"79","D12_TT_Coded.eaf","D12","Visual",1,5,4,4,TRUE,1488411,1501690,"Ga1 Tu5 Ta4 {*4* 7 1} Ch4",1503335,1,"Matcher",1,"T2",1495551,1496885,1334,"Acoustic",1495770,1496121,351,"x","Visual D12 1 5","multi","D12 1","Visual 4","Visual multi D12 1495551 1496885",12287,TRUE,1,2
