"","filename","dyadNumber","condition","game","trial","target","choice","correct","trialStart","trialEnd","trialValue","startOfNextTrial","signallingPlayer","role","turnNumber","turnType","turnStart","turnEnd","turnLength","modality","signalStart","signalEnd","signalLength","signalType","trialString","modalityCondition","playerId","itemId","turnString","trialLength","matcherResponds","matcherResponds.cumulative","numTurns.cumulative"
"1","D10_TT_Coded.eaf","D10","Auditory",0,4,5,6,FALSE,178820,199387,"Ga0 Tu4 Ta5 {7 5 *6*} Ch6",200158,1,"Director",1,"T1",182584,183154,570,"Acoustic",182584,183154,570,"x","Auditory D10 0 4","vocal","D10 1","Auditory 5","Auditory vocal D10 182584 183154",16803,FALSE,0,0
"2","D10_TT_Coded.eaf","D10","Auditory",0,5,4,4,TRUE,200158,215229,"Ga0 Tu5 Ta4 {*4* 7 1} Ch4",217724,2,"Director",1,"T1",204010,206800,2790,"Acoustic",203994,204624,630,"x","Auditory D10 0 5","vocal","D10 2","Auditory 4","Auditory vocal D10 204010 206800",11219,FALSE,0,0
"3","D10_TT_Coded.eaf","D10","Auditory",0,5,4,4,TRUE,200158,215229,"Ga0 Tu5 Ta4 {*4* 7 1} Ch4",217724,2,"Director",1,"T1",204010,206800,2790,"Acoustic",206014,206794,780,"x","Auditory D10 0 5","vocal","D10 2","Auditory 4","Auditory vocal D10 204010 206800",11219,FALSE,0,0
"4","D10_TT_Coded.eaf","D10","Auditory",0,6,3,3,TRUE,217724,234714,"Ga0 Tu6 Ta3 {4 5 *3*} Ch3",236333,1,"Director",1,"T1",223991,227641,3650,"Acoustic",223991,227641,3650,"x","Auditory D10 0 6","vocal","D10 1","Auditory 3","Auditory vocal D10 223991 227641",10723,FALSE,0,0
"5","D10_TT_Coded.eaf","D10","Auditory",1,12,8,8,TRUE,644395,656771,"Ga1 Tu12 Ta8 {1 *8* 6} Ch8",655131,1,"Director",1,"T1",646250,648370,2120,"Acoustic",646250,648370,2120,"x","Auditory D10 1 12","vocal","D10 1","Auditory 8","Auditory vocal D10 646250 648370",10521,FALSE,0,0
"6","D10_TT_Coded.eaf","D10","Auditory",1,13,6,6,TRUE,655131,667339,"Ga1 Tu13 Ta6 {*6* 7 8} Ch6",670017,2,"Director",1,"T1",661191,666431,5240,"Acoustic",661191,666431,5240,"x","Auditory D10 1 13","vocal","D10 2","Auditory 6","Auditory vocal D10 661191 666431",6148,FALSE,0,0
"7","D10_TT_Coded.eaf","D10","Auditory",1,14,4,4,TRUE,670017,687949,"Ga1 Tu14 Ta4 {6 5 *4*} Ch4",690546,1,"Director",1,"T1",670200,673490,3290,"Acoustic",670215,670755,540,"x","Auditory D10 1 14","vocal","D10 1","Auditory 4","Auditory vocal D10 670200 673490",17749,FALSE,0,0
"8","D10_TT_Coded.eaf","D10","Auditory",1,14,4,4,TRUE,670017,687949,"Ga1 Tu14 Ta4 {6 5 *4*} Ch4",690546,1,"Director",1,"T1",670200,673490,3290,"Acoustic",672850,673490,640,"x","Auditory D10 1 14","vocal","D10 1","Auditory 4","Auditory vocal D10 670200 673490",17749,FALSE,0,0
"9","D10_TT_Coded.eaf","D10","Auditory",1,15,7,7,TRUE,690546,704961,"Ga1 Tu15 Ta7 {8 *7* 3} Ch7",713190,2,"Director",1,"T1",695210,699810,4600,"Acoustic",695210,699810,4600,"x","Auditory D10 1 15","vocal","D10 2","Auditory 7","Auditory vocal D10 695210 699810",9751,FALSE,0,0
"10","D10_TT_Coded.eaf","D10","Auditory",3,5,2,2,TRUE,1007374,1023885,"Ga3 Tu5 Ta2 {*2* 1 4} Ch2",1025455,2,"Director",1,"T1",1015420,1019120,3700,"Acoustic",1015420,1019120,3700,"x","Auditory D10 3 5","vocal","D10 2","Auditory 2","Auditory vocal D10 1015420 1019120",8465,FALSE,0,0
"11","D10_TT_Coded.eaf","D10","Auditory",3,6,8,8,TRUE,1025455,1031639,"Ga3 Tu6 Ta8 {1 *8* 6} Ch8",1032653,1,"Director",1,"T1",1027395,1029715,2320,"Acoustic",1027395,1029715,2320,"x","Auditory D10 3 6","vocal","D10 1","Auditory 8","Auditory vocal D10 1027395 1029715",4244,FALSE,0,0
"12","D10_TT_Coded.eaf","D10","Auditory",3,7,3,3,TRUE,1032653,1044788,"Ga3 Tu7 Ta3 {8 *3* 4} Ch3",1045255,2,"Director",1,"T1",1036410,1044800,8390,"Acoustic",1036400,1043580,7180,"x","Auditory D10 3 7","vocal","D10 2","Auditory 3","Auditory vocal D10 1036410 1044800",8378,FALSE,0,0
"13","D10_TT_Coded.eaf","D10","Auditory",3,7,3,3,TRUE,1032653,1044788,"Ga3 Tu7 Ta3 {8 *3* 4} Ch3",1045255,2,"Director",1,"T1",1036410,1044800,8390,"Acoustic",1044000,1044790,790,"x","Auditory D10 3 7","vocal","D10 2","Auditory 3","Auditory vocal D10 1036410 1044800",8378,FALSE,0,0
"14","D10_TT_Coded.eaf","D10","Visual",0,9,2,2,TRUE,1450792,1459248,"Ga0 Tu9 Ta2 {*2* 1 4} Ch2",1460076,1,"Director",1,"T1",1454390,1456790,2400,"Acoustic",1454390,1456790,2400,"x","Visual D10 0 9","vocal","D10 1","Visual 2","Visual vocal D10 1454390 1456790",4858,FALSE,0,0
"15","D10_TT_Coded.eaf","D10","Visual",0,10,4,4,TRUE,1460076,1475787,"Ga0 Tu10 Ta4 {6 5 *4*} Ch4",1476815,2,"Director",1,"T1",1466590,1472490,5900,"Acoustic",1466595,1467505,910,"x","Visual D10 0 10","vocal","D10 2","Visual 4","Visual vocal D10 1466590 1472490",9197,FALSE,0,0
"16","D10_TT_Coded.eaf","D10","Visual",0,10,4,4,TRUE,1460076,1475787,"Ga0 Tu10 Ta4 {6 5 *4*} Ch4",1476815,2,"Director",1,"T1",1466590,1472490,5900,"Acoustic",1468705,1472505,3800,"x","Visual D10 0 10","vocal","D10 2","Visual 4","Visual vocal D10 1466590 1472490",9197,FALSE,0,0
"17","D10_TT_Coded.eaf","D10","Visual",0,11,7,7,TRUE,1476815,1486919,"Ga0 Tu11 Ta7 {8 *7* 3} Ch7",1488346,1,"Director",1,"T1",1479320,1483900,4580,"Acoustic",1479320,1483900,4580,"x","Visual D10 0 11","vocal","D10 1","Visual 7","Visual vocal D10 1479320 1483900",7599,FALSE,0,0
"18","D10_TT_Coded.eaf","D10","Visual",1,5,4,4,TRUE,1623572,1629820,"Ga1 Tu5 Ta4 {*4* 7 1} Ch4",1630260,1,"Director",1,"T1",1625230,1628500,3270,"Acoustic",1625230,1628500,3270,"x","Visual D10 1 5","vocal","D10 1","Visual 4","Visual vocal D10 1625230 1628500",4590,FALSE,0,0
