"X","filename","dyadNumber","condition","game","trial","target","choice","correct","trialStart","trialEnd","trialValue","startOfNextTrial","signallingPlayer","role","turnNumber","turnType","turnStart","turnEnd","turnLength","modality","signalStart","signalEnd","signalLength","signalType","trialString","modalityCondition","playerId","itemId","turnString","trialLength","T1.propAc","T2.propAc","T3Plus.propAc","T4Plus.propAc","Director.propAc","Matcher.propAc"
1898,"D19_TT_Coded.eaf","D19","Auditory",2,6,3,3,TRUE,1908377,1915328,"Ga2 Tu6 Ta3 {4 5 *3*} Ch3",1915324,1,"Director",1,"T1",1912418,1914228,1810,"Visual",1912418,1914228,1810,"X","Auditory D19 2 6","multi","D19 1","Auditory 3","Auditory multi D19 1912418 1914228",2910,0.402048232573505,NA,NA,0.402048232573505,0.402048232573505,NA
1900,"D19_TT_Coded.eaf","D19","Auditory",2,7,8,8,TRUE,1915324,1924348,"Ga2 Tu7 Ta8 {5 *8* 3} Ch8",1925552,2,"Director",1,"T1",1921242,1923620,2378,"Visual",1921242,1923620,2378,"X","Auditory D19 2 7","multi","D19 2","Auditory 8","Auditory multi D19 1921242 1923620",3106,0.460158910329171,NA,NA,0.460158910329171,0.460158910329171,NA
1902,"D19_TT_Coded.eaf","D19","Auditory",2,8,6,6,TRUE,1925552,1947648,"Ga2 Tu8 Ta6 {2 *6* 8} Ch6",1947260,1,"Director",1,"T1",1933431,1936620,3189,"Acoustic",1933431,1936214,2783,"X","Auditory D19 2 8","multi","D19 1","Auditory 6","Auditory multi D19 1933431 1936620",14217,0.466008037508372,NA,NA,0.466008037508372,0.466008037508372,NA
1904,"D19_TT_Coded.eaf","D19","Auditory",2,9,2,2,TRUE,1947260,1961115,"Ga2 Tu9 Ta2 {*2* 1 4} Ch2",1960615,2,"Director",1,"T1",1954634,1956823,2189,"Acoustic",1954634,1956823,2189,"X","Auditory D19 2 9","multi","D19 2","Auditory 2","Auditory multi D19 1954634 1956823",6481,0.5,NA,NA,0.5,0.5,NA
1906,"D19_TT_Coded.eaf","D19","Auditory",2,10,4,4,TRUE,1960615,1971359,"Ga2 Tu10 Ta4 {6 5 *4*} Ch4",1970690,1,"Director",1,"T1",1964377,1968052,3675,"Visual",1964390,1965809,1419,"X","Auditory D19 2 10","multi","D19 1","Auditory 4","Auditory multi D19 1964377 1968052",6982,0.16602949208083,NA,NA,0.16602949208083,0.16602949208083,NA
1909,"D19_TT_Coded.eaf","D19","Auditory",2,11,7,7,TRUE,1970690,1988106,"Ga2 Tu11 Ta7 {8 *7* 3} Ch7",1989055,2,"Director",1,"T1",1981229,1983229,2000,"Acoustic",1981229,1983229,2000,"X","Auditory D19 2 11","multi","D19 2","Auditory 7","Auditory multi D19 1981229 1983229",6877,0.5,NA,NA,0.5,0.5,NA
1911,"D19_TT_Coded.eaf","D19","Auditory",2,12,8,8,TRUE,1989055,1996127,"Ga2 Tu12 Ta8 {1 *8* 6} Ch8",1996290,1,"Director",1,"T1",1992405,1994810,2405,"Visual",1992405,1994810,2405,"X","Auditory D19 2 12","multi","D19 1","Auditory 8","Auditory multi D19 1992405 1994810",3722,0,NA,NA,0,0,NA
1912,"D19_TT_Coded.eaf","D19","Auditory",2,13,6,8,FALSE,1996290,2007289,"Ga2 Tu13 Ta6 {6 7 *8*} Ch8",2009142,2,"Director",1,"T1",2002823,2005823,3000,"Acoustic",2002823,2005823,3000,"X","Auditory D19 2 13","multi","D19 2","Auditory 6","Auditory multi D19 2002823 2005823",4466,0.5,NA,NA,0.5,0.5,NA
1914,"D19_TT_Coded.eaf","D19","Auditory",2,14,1,1,TRUE,2009142,2021526,"Ga2 Tu14 Ta1 {*1* 7 2} Ch1",2020264,1,"Director",1,"T1",2016797,2019013,2216,"Visual",2016797,2019013,2216,"X","Auditory D19 2 14","multi","D19 1","Auditory 1","Auditory multi D19 2016797 2019013",4729,0,NA,NA,0,0,NA
1915,"D19_TT_Coded.eaf","D19","Auditory",2,15,5,5,TRUE,2020264,2033360,"Ga2 Tu15 Ta5 {2 3 *5*} Ch5",2037861,2,"Director",1,"T1",2029202,2030608,1406,"Visual",2029202,2030608,1406,"X","Auditory D19 2 15","multi","D19 2","Auditory 5","Auditory multi D19 2029202 2030608",4158,0.292400603925516,NA,NA,0.292400603925516,0.292400603925516,NA
1917,"D19_TT_Coded.eaf","D19","Auditory",3,0,7,7,TRUE,2037861,2057941,"Ga3 Tu0 Ta7 {*7* 2 3} Ch7",2057383,1,"Director",1,"T1",2048026,2050418,2392,"Visual",2048026,2050418,2392,"X","Auditory D19 3 0","multi","D19 1","Auditory 7","Auditory multi D19 2048026 2050418",9915,0.404085700049826,NA,NA,0.404085700049826,0.404085700049826,NA
1919,"D19_TT_Coded.eaf","D19","Auditory",3,1,1,1,TRUE,2057383,2063743,"Ga3 Tu1 Ta1 {6 4 *1*} Ch1",2065669,2,"Director",1,"T1",2061594,2063405,1811,"Visual",2061594,2063405,1811,"X","Auditory D19 3 1","multi","D19 2","Auditory 1","Auditory multi D19 2061594 2063405",2149,0.399137358991374,NA,NA,0.399137358991374,0.399137358991374,NA
1921,"D19_TT_Coded.eaf","D19","Auditory",3,2,3,3,TRUE,2065669,2074860,"Ga3 Tu2 Ta3 {4 5 *3*} Ch3",2074823,1,"Director",1,"T1",2071797,2073608,1811,"Visual",2071797,2073608,1811,"X","Auditory D19 3 2","multi","D19 1","Auditory 3","Auditory multi D19 2071797 2073608",3063,0,NA,NA,0,0,NA
1922,"D19_TT_Coded.eaf","D19","Auditory",3,3,8,8,TRUE,2074823,2082014,"Ga3 Tu3 Ta8 {5 *8* 3} Ch8",2083461,2,"Director",1,"T1",2079608,2081608,2000,"Visual",2079608,2081608,2000,"X","Auditory D19 3 3","multi","D19 2","Auditory 8","Auditory multi D19 2079608 2081608",2406,0.439461883408072,NA,NA,0.439461883408072,0.439461883408072,NA
1924,"D19_TT_Coded.eaf","D19","Auditory",3,4,5,5,TRUE,2083461,2095756,"Ga3 Tu4 Ta5 {7 *5* 6} Ch5",2096198,1,"Director",1,"T1",2091809,2093026,1217,"Visual",2091809,2093026,1217,"X","Auditory D19 3 4","multi","D19 1","Auditory 5","Auditory multi D19 2091809 2093026",3947,0.404015670910872,NA,NA,0.404015670910872,0.404015670910872,NA
1926,"D19_TT_Coded.eaf","D19","Auditory",3,5,4,4,TRUE,2096198,2102525,"Ga3 Tu5 Ta4 {*4* 7 1} Ch4",2103500,2,"Director",1,"T1",2100391,2101418,1027,"Acoustic",2100391,2101418,1027,"X","Auditory D19 3 5","multi","D19 2","Auditory 4","Auditory multi D19 2100391 2101418",2134,0.5,NA,NA,0.5,0.5,NA
1928,"D19_TT_Coded.eaf","D19","Auditory",3,6,6,6,TRUE,2103500,2125723,"Ga3 Tu6 Ta6 {2 *6* 8} Ch6",2125476,1,"Director",1,"T1",2116418,2119418,3000,"Visual",2116418,2119418,3000,"X","Auditory D19 3 6","multi","D19 1","Auditory 6","Auditory multi D19 2116418 2119418",9305,0.442171811082187,NA,NA,0.442171811082187,0.442171811082187,NA
1930,"D19_TT_Coded.eaf","D19","Auditory",3,7,2,2,TRUE,2125476,2137196,"Ga3 Tu7 Ta2 {*2* 1 4} Ch2",2139411,2,"Director",1,"T1",2133810,2135823,2013,"Acoustic",2133810,2135823,2013,"X","Auditory D19 3 7","multi","D19 2","Auditory 2","Auditory multi D19 2133810 2135823",3386,0.528346456692913,NA,NA,0.528346456692913,0.528346456692913,NA
1932,"D19_TT_Coded.eaf","D19","Auditory",3,8,1,1,TRUE,2139411,2185610,"Ga3 Tu8 Ta1 {*1* 7 2} Ch1",2186939,1,"Director",1,"T1",2182823,2184228,1405,"Visual",2182823,2184228,1405,"X","Auditory D19 3 8","multi","D19 1","Auditory 1","Auditory multi D19 2182823 2184228",2787,0,NA,NA,0,0,NA
1933,"D19_TT_Coded.eaf","D19","Auditory",3,9,5,5,TRUE,2186939,2194906,"Ga3 Tu9 Ta5 {2 3 *5*} Ch5",2195746,2,"Director",1,"T1",2190824,2192621,1797,"Visual",2190824,2192621,1797,"X","Auditory D19 3 9","multi","D19 2","Auditory 5","Auditory multi D19 2190824 2192621",4082,0.307247494217425,NA,NA,0.307247494217425,0.307247494217425,NA
1935,"D19_TT_Coded.eaf","D19","Auditory",3,10,2,2,TRUE,2195746,2205361,"Ga3 Tu10 Ta2 {5 1 *2*} Ch2",2205378,1,"Director",1,"T1",2200620,2203418,2798,"Visual",2200620,2203418,2798,"X","Auditory D19 3 10","multi","D19 1","Auditory 2","Auditory multi D19 2200620 2203418",4741,0.221696801112656,NA,NA,0.221696801112656,0.221696801112656,NA
1937,"D19_TT_Coded.eaf","D19","Auditory",3,11,3,3,TRUE,2205378,2213257,"Ga3 Tu11 Ta3 {8 *3* 4} Ch3",2215521,2,"Director",1,"T1",2210215,2212404,2189,"Visual",2210215,2212404,2189,"X","Auditory D19 3 11","multi","D19 2","Auditory 3","Auditory multi D19 2210215 2212404",3042,0.449030958973068,NA,NA,0.449030958973068,0.449030958973068,NA
1939,"D19_TT_Coded.eaf","D19","Auditory",3,12,8,8,TRUE,2215521,2227185,"Ga3 Tu12 Ta8 {1 *8* 6} Ch8",2227041,1,"Director",1,"T1",2222391,2224405,2014,"Visual",2222391,2224405,2014,"X","Auditory D19 3 12","multi","D19 1","Auditory 8","Auditory multi D19 2222391 2224405",4794,0,NA,NA,0,0,NA
1940,"D19_TT_Coded.eaf","D19","Auditory",3,13,6,8,FALSE,2227041,2236200,"Ga3 Tu13 Ta6 {6 7 *8*} Ch8",2236904,2,"Director",1,"T1",2232810,2234823,2013,"Visual",2232810,2234823,2013,"X","Auditory D19 3 13","multi","D19 2","Auditory 6","Auditory multi D19 2232810 2234823",3390,0.440055632823366,NA,NA,0.440055632823366,0.440055632823366,NA
1942,"D19_TT_Coded.eaf","D19","Auditory",3,14,4,4,TRUE,2236904,2244719,"Ga3 Tu14 Ta4 {6 5 *4*} Ch4",2244184,1,"Director",1,"T1",2240405,2242202,1797,"Visual",2240405,2242202,1797,"X","Auditory D19 3 14","multi","D19 1","Auditory 4","Auditory multi D19 2240405 2242202",4314,0.307247494217425,NA,NA,0.307247494217425,0.307247494217425,NA
1944,"D19_TT_Coded.eaf","D19","Auditory",3,15,7,7,TRUE,2244184,2257631,"Ga3 Tu15 Ta7 {8 *7* 3} Ch7",2257631,2,"Director",1,"T1",2250810,2253418,2608,"Acoustic",2250810,2253418,2608,"X","Auditory D19 3 15","multi","D19 2","Auditory 7","Auditory multi D19 2250810 2253418",6821,0.5,NA,NA,0.5,0.5,NA
2654,"D9_TT_Coded.eaf","D9","Visual",0,0,8,1,FALSE,59600,74310,"Ga0 Tu0 Ta8 {*1* 8 6} Ch1",86156,1,"Director",1,"T1",60634,64215,3581,"Visual",60634,64215,3581,"X","Visual D9 0 0","multi","D9 1","Visual 8","Visual multi D9 60634 64215",13676,0.438538726873628,NA,NA,0.438538726873628,0.438538726873628,NA
2656,"D9_TT_Coded.eaf","D9","Visual",0,1,6,7,FALSE,86156,115284,"Ga0 Tu1 Ta6 {6 *7* 8} Ch7",116600,2,"Director",1,"T1",100621,107026,6405,"Visual",100621,107026,6405,"X","Visual D9 0 1","multi","D9 2","Visual 6","Visual multi D9 100621 107026",14663,0,NA,NA,0,0,NA
2657,"D9_TT_Coded.eaf","D9","Visual",0,2,5,6,FALSE,116600,127806,"Ga0 Tu2 Ta5 {7 5 *6*} Ch6",130011,1,"Director",1,"T1",119013,125026,6013,"Visual",119013,125026,6013,"X","Visual D9 0 2","multi","D9 1","Visual 5","Visual multi D9 119013 125026",8793,0,NA,NA,0,0,NA
2658,"D9_TT_Coded.eaf","D9","Visual",0,3,4,4,TRUE,130011,181289,"Ga0 Tu3 Ta4 {*4* 7 1} Ch4",183348,2,"Director",1,"T1",160823,169621,8798,"Visual",160823,169621,8798,"X","Visual D9 0 3","multi","D9 2","Visual 4","Visual multi D9 160823 169621",20466,0,0,NA,0,0,0
2660,"D9_TT_Coded.eaf","D9","Visual",0,4,2,2,TRUE,183348,202276,"Ga0 Tu4 Ta2 {5 1 *2*} Ch2",205264,1,"Director",1,"T1",184026,194418,10392,"Visual",184026,194418,10392,"X","Visual D9 0 4","multi","D9 1","Visual 2","Visual multi D9 184026 194418",18250,0,NA,NA,0,0,NA
2661,"D9_TT_Coded.eaf","D9","Visual",0,5,3,3,TRUE,205264,226982,"Ga0 Tu5 Ta3 {8 *3* 4} Ch3",231133,2,"Director",1,"T1",216823,223229,6406,"Visual",216823,223229,6406,"X","Visual D9 0 5","multi","D9 2","Visual 3","Visual multi D9 216823 223229",10159,0,NA,NA,0,0,NA
2662,"D9_TT_Coded.eaf","D9","Visual",0,6,6,2,FALSE,231133,244092,"Ga0 Tu6 Ta6 {*2* 6 8} Ch2",244831,1,"Director",1,"T1",234405,242810,8405,"Visual",234405,242810,8405,"X","Visual D9 0 6","multi","D9 1","Visual 6","Visual multi D9 234405 242810",9687,0,NA,NA,0,0,NA
2664,"D9_TT_Coded.eaf","D9","Visual",0,8,4,4,TRUE,255259,290043,"Ga0 Tu8 Ta4 {6 5 *4*} Ch4",291844,2,"Matcher",1,"T1",264405,269432,5027,"Visual",264405,269432,5027,"X","Visual D9 0 8","multi","D9 2","Visual 4","Visual multi D9 264405 269432",25638,0,NA,NA,0,0,0
2666,"D9_TT_Coded.eaf","D9","Visual",0,9,7,7,TRUE,291844,329426,"Ga0 Tu9 Ta7 {8 *7* 3} Ch7",353554,2,"Director",1,"T1",299823,307823,8000,"Visual",299823,307823,8000,"X","Visual D9 0 9","multi","D9 2","Visual 7","Visual multi D9 299823 307823",29603,0,0.405536633089354,0,0,0,0.405536633089354
2674,"D9_TT_Coded.eaf","D9","Visual",0,10,3,5,FALSE,353554,367082,"Ga0 Tu10 Ta3 {4 *5* 3} Ch5",368803,1,"Director",1,"T1",350418,364837,14419,"Visual",350432,356608,6176,"X","Visual D9 0 10","multi","D9 1","Visual 3","Visual multi D9 350418 364837",16664,0,NA,NA,0,0,NA
2676,"D9_TT_Coded.eaf","D9","Visual",0,11,8,8,TRUE,368803,387024,"Ga0 Tu11 Ta8 {5 *8* 3} Ch8",389146,2,"Director",1,"T1",378612,385220,6608,"Visual",378612,385220,6608,"X","Visual D9 0 11","multi","D9 2","Visual 8","Visual multi D9 378612 385220",8412,0,NA,NA,0,0,NA
2677,"D9_TT_Coded.eaf","D9","Visual",0,12,1,1,TRUE,389146,400721,"Ga0 Tu12 Ta1 {*1* 7 2} Ch1",400241,1,"Director",1,"T1",390418,398229,7811,"Visual",390418,398229,7811,"X","Visual D9 0 12","multi","D9 1","Visual 1","Visual multi D9 390418 398229",10303,0,NA,NA,0,0,NA
2678,"D9_TT_Coded.eaf","D9","Visual",0,13,5,5,TRUE,400241,417048,"Ga0 Tu13 Ta5 {2 3 *5*} Ch5",418521,2,"Director",1,"T1",405621,414823,9202,"Visual",405621,414823,9202,"X","Visual D9 0 13","multi","D9 2","Visual 5","Visual multi D9 405621 414823",11427,0,NA,NA,0,0,NA
2679,"D9_TT_Coded.eaf","D9","Visual",0,14,7,7,TRUE,418521,436479,"Ga0 Tu14 Ta7 {*7* 2 3} Ch7",438295,1,"Director",1,"T1",428404,435025,6621,"Visual",428404,435025,6621,"X","Visual D9 0 14","multi","D9 1","Visual 7","Visual multi D9 428404 435025",8075,0,NA,NA,0,0,NA
2680,"D9_TT_Coded.eaf","D9","Visual",0,15,1,1,TRUE,438295,446110,"Ga0 Tu15 Ta1 {6 4 *1*} Ch1",454320,2,"Director",1,"T1",440215,444229,4014,"Visual",440215,444229,4014,"X","Visual D9 0 15","multi","D9 2","Visual 1","Visual multi D9 440215 444229",5895,0,NA,NA,0,0,NA
2681,"D9_TT_Coded.eaf","D9","Visual",1,0,3,3,TRUE,454320,465657,"Ga1 Tu0 Ta3 {4 5 *3*} Ch3",466814,1,"Director",1,"T1",458404,462823,4419,"Visual",458404,462823,4419,"X","Visual D9 1 0","multi","D9 1","Visual 3","Visual multi D9 458404 462823",7253,0,NA,NA,0,0,NA
2682,"D9_TT_Coded.eaf","D9","Visual",1,1,8,8,TRUE,466814,483037,"Ga1 Tu1 Ta8 {5 *8* 3} Ch8",485023,2,"Director",1,"T1",471796,477432,5636,"Visual",471796,477432,5636,"X","Visual D9 1 1","multi","D9 2","Visual 8","Visual multi D9 471796 477432",11241,0,0,0,0,0,0
2685,"D9_TT_Coded.eaf","D9","Visual",1,2,4,4,TRUE,485023,500663,"Ga1 Tu2 Ta4 {6 5 *4*} Ch4",501236,1,"Director",1,"T1",485823,488634,2811,"Visual",485823,488634,2811,"X","Visual D9 1 2","multi","D9 1","Visual 4","Visual multi D9 485823 488634",14840,0,0,0,0,0,0
2688,"D9_TT_Coded.eaf","D9","Visual",1,3,7,8,FALSE,501236,552938,"Ga1 Tu3 Ta7 {*8* 7 3} Ch8",556710,2,"Director",1,"T1",505824,514418,8594,"Visual",505824,514418,8594,"X","Visual D9 1 3","multi","D9 2","Visual 7","Visual multi D9 505824 514418",47114,0,0,0,0,0,0
2693,"D9_TT_Coded.eaf","D9","Visual",1,4,6,6,TRUE,556710,582189,"Ga1 Tu4 Ta6 {2 *6* 8} Ch6",584594,1,"Director",1,"T1",566025,573012,6987,"Visual",566025,573012,6987,"X","Visual D9 1 4","multi","D9 1","Visual 6","Visual multi D9 566025 573012",16164,0,0,0,0,0,0
2696,"D9_TT_Coded.eaf","D9","Visual",1,5,2,2,TRUE,584594,591745,"Ga1 Tu5 Ta2 {*2* 1 4} Ch2",592830,2,"Director",1,"T1",585620,590837,5217,"Visual",585620,590837,5217,"X","Visual D9 1 5","multi","D9 2","Visual 2","Visual multi D9 585620 590837",6125,0,NA,NA,0,0,NA
2697,"D9_TT_Coded.eaf","D9","Visual",1,6,8,8,TRUE,592830,607373,"Ga1 Tu6 Ta8 {1 *8* 6} Ch8",610408,1,"Director",1,"T1",599647,606823,7176,"Visual",599647,606823,7176,"X","Visual D9 1 6","multi","D9 1","Visual 8","Visual multi D9 599647 606823",7726,0,NA,NA,0,0,NA
2698,"D9_TT_Coded.eaf","D9","Visual",1,7,3,3,TRUE,610408,617488,"Ga1 Tu7 Ta3 {8 *3* 4} Ch3",618693,2,"Director",1,"T1",612608,616810,4202,"Visual",612608,616810,4202,"X","Visual D9 1 7","multi","D9 2","Visual 3","Visual multi D9 612608 616810",4880,0,NA,NA,0,0,NA
2699,"D9_TT_Coded.eaf","D9","Visual",1,8,2,2,TRUE,618693,625269,"Ga1 Tu8 Ta2 {5 1 *2*} Ch2",625399,1,"Director",1,"T1",619418,624026,4608,"Visual",619418,624026,4608,"X","Visual D9 1 8","multi","D9 1","Visual 2","Visual multi D9 619418 624026",5851,0,NA,NA,0,0,NA
2700,"D9_TT_Coded.eaf","D9","Visual",1,9,6,6,TRUE,625399,634207,"Ga1 Tu9 Ta6 {*6* 7 8} Ch6",636621,2,"Director",1,"T1",629026,633823,4797,"Visual",629026,633823,4797,"X","Visual D9 1 9","multi","D9 2","Visual 6","Visual multi D9 629026 633823",5181,0,NA,NA,0,0,NA
2701,"D9_TT_Coded.eaf","D9","Visual",1,10,5,5,TRUE,636621,646260,"Ga1 Tu10 Ta5 {7 *5* 6} Ch5",647695,1,"Director",1,"T1",638608,644608,6000,"Visual",638608,644608,6000,"X","Visual D9 1 10","multi","D9 1","Visual 5","Visual multi D9 638608 644608",7652,0,NA,NA,0,0,NA
2702,"D9_TT_Coded.eaf","D9","Visual",1,11,4,4,TRUE,647695,654919,"Ga1 Tu11 Ta4 {*4* 7 1} Ch4",655341,2,"Director",1,"T1",649228,653418,4190,"Visual",649228,653418,4190,"X","Visual D9 1 11","multi","D9 2","Visual 4","Visual multi D9 649228 653418",5691,0,NA,NA,0,0,NA
2703,"D9_TT_Coded.eaf","D9","Visual",1,12,1,1,TRUE,655341,665676,"Ga1 Tu12 Ta1 {*1* 7 2} Ch1",665686,1,"Director",1,"T1",657418,662229,4811,"Visual",657418,662229,4811,"X","Visual D9 1 12","multi","D9 1","Visual 1","Visual multi D9 657418 662229",8258,0,NA,NA,0,0,NA
2704,"D9_TT_Coded.eaf","D9","Visual",1,13,5,5,TRUE,665686,676181,"Ga1 Tu13 Ta5 {2 3 *5*} Ch5",677164,2,"Director",1,"T1",669620,674417,4797,"Visual",669620,674417,4797,"X","Visual D9 1 13","multi","D9 2","Visual 5","Visual multi D9 669620 674417",6561,0,NA,NA,0,0,NA
2705,"D9_TT_Coded.eaf","D9","Visual",1,14,7,7,TRUE,677164,687724,"Ga1 Tu14 Ta7 {*7* 2 3} Ch7",691268,1,"Director",1,"T1",682229,688026,5797,"Visual",682229,688026,5797,"X","Visual D9 1 14","multi","D9 1","Visual 7","Visual multi D9 682229 688026",5495,0,NA,NA,0,0,NA
2706,"D9_TT_Coded.eaf","D9","Visual",2,0,2,2,TRUE,703683,760035,"Ga2 Tu0 Ta2 {5 1 *2*} Ch2",759618,1,"Director",1,"T1",753634,757823,4189,"Visual",753634,757823,4189,"X","Visual D9 2 0","multi","D9 1","Visual 2","Visual multi D9 753634 757823",6401,0,NA,NA,0,0,NA
2707,"D9_TT_Coded.eaf","D9","Visual",2,1,3,3,TRUE,759618,768642,"Ga2 Tu1 Ta3 {8 *3* 4} Ch3",770058,2,"Director",1,"T1",763026,766418,3392,"Visual",763026,766418,3392,"X","Visual D9 2 1","multi","D9 2","Visual 3","Visual multi D9 763026 766418",5616,0,NA,NA,0,0,NA
2708,"D9_TT_Coded.eaf","D9","Visual",2,2,7,7,TRUE,770058,777458,"Ga2 Tu2 Ta7 {*7* 2 3} Ch7",779282,1,"Director",1,"T1",772823,778026,5203,"Visual",772823,778026,5203,"X","Visual D9 2 2","multi","D9 1","Visual 7","Visual multi D9 772823 778026",4635,0,NA,NA,0,0,NA
2709,"D9_TT_Coded.eaf","D9","Visual",2,3,1,1,TRUE,779282,786584,"Ga2 Tu3 Ta1 {6 4 *1*} Ch1",787130,2,"Director",1,"T1",781418,785418,4000,"Visual",781418,785418,4000,"X","Visual D9 2 3","multi","D9 2","Visual 1","Visual multi D9 781418 785418",5166,0,NA,NA,0,0,NA
2710,"D9_TT_Coded.eaf","D9","Visual",2,4,5,6,FALSE,787130,794234,"Ga2 Tu4 Ta5 {7 5 *6*} Ch6",794808,1,"Director",1,"T1",788216,793405,5189,"Visual",788216,793405,5189,"X","Visual D9 2 4","multi","D9 1","Visual 5","Visual multi D9 788216 793405",6018,0,NA,NA,0,0,NA
2711,"D9_TT_Coded.eaf","D9","Visual",2,5,4,4,TRUE,794808,801080,"Ga2 Tu5 Ta4 {*4* 7 1} Ch4",800857,2,"Director",1,"T1",795837,798431,2594,"Visual",795837,798431,2594,"X","Visual D9 2 5","multi","D9 2","Visual 4","Visual multi D9 795837 798431",5243,0,NA,NA,0,0,NA
2712,"D9_TT_Coded.eaf","D9","Visual",2,6,3,3,TRUE,800857,807697,"Ga2 Tu6 Ta3 {4 5 *3*} Ch3",808944,1,"Director",1,"T1",803418,807229,3811,"Visual",803418,807229,3811,"X","Visual D9 2 6","multi","D9 1","Visual 3","Visual multi D9 803418 807229",4279,0,NA,NA,0,0,NA
2713,"D9_TT_Coded.eaf","D9","Visual",2,7,8,8,TRUE,808944,822136,"Ga2 Tu7 Ta8 {5 *8* 3} Ch8",822170,2,"Director",1,"T1",813797,813803,6,"Visual",813803,819614,5811,"X","Visual D9 2 7","multi","D9 2","Visual 8","Visual multi D9 813797 813803",8339,0,NA,NA,0,0,NA
2715,"D9_TT_Coded.eaf","D9","Visual",2,8,6,6,TRUE,822170,830185,"Ga2 Tu8 Ta6 {2 *6* 8} Ch6",831136,1,"Director",1,"T1",823823,829634,5811,"Visual",823823,829634,5811,"X","Visual D9 2 8","multi","D9 1","Visual 6","Visual multi D9 823823 829634",6362,0,NA,NA,0,0,NA
2716,"D9_TT_Coded.eaf","D9","Visual",2,9,2,2,TRUE,831136,838495,"Ga2 Tu9 Ta2 {*2* 1 4} Ch2",838449,2,"Director",1,"T1",832823,836229,3406,"Visual",832823,836229,3406,"X","Visual D9 2 9","multi","D9 2","Visual 2","Visual multi D9 832823 836229",5672,0,NA,NA,0,0,NA
2717,"D9_TT_Coded.eaf","D9","Visual",2,10,4,4,TRUE,838449,844777,"Ga2 Tu10 Ta4 {6 5 *4*} Ch4",846438,1,"Director",1,"T1",839418,842823,3405,"Visual",839418,842823,3405,"X","Visual D9 2 10","multi","D9 1","Visual 4","Visual multi D9 839418 842823",5359,0,NA,NA,0,0,NA
2718,"D9_TT_Coded.eaf","D9","Visual",2,11,7,8,FALSE,846438,857158,"Ga2 Tu11 Ta7 {*8* 7 3} Ch8",858265,2,"Director",1,"T1",850026,856418,6392,"Visual",850026,856418,6392,"X","Visual D9 2 11","multi","D9 2","Visual 7","Visual multi D9 850026 856418",7132,0,NA,NA,0,0,NA
2719,"D9_TT_Coded.eaf","D9","Visual",2,13,6,6,TRUE,859462,877645,"Ga2 Tu13 Ta6 {*6* 7 8} Ch6",877984,1,"Matcher",1,"T1",860202,861810,1608,"Visual",860202,861810,1608,"X","Visual D9 2 13","multi","D9 1","Visual 6","Visual multi D9 860202 861810",17443,0,NA,NA,0,0,0
2722,"D9_TT_Coded.eaf","D9","Visual",2,14,1,1,TRUE,877984,884720,"Ga2 Tu14 Ta1 {*1* 7 2} Ch1",885149,1,"Director",1,"T1",879620,882620,3000,"Visual",879620,882620,3000,"X","Visual D9 2 14","multi","D9 1","Visual 1","Visual multi D9 879620 882620",5100,0,NA,NA,0,0,NA
2723,"D9_TT_Coded.eaf","D9","Visual",2,15,5,5,TRUE,885149,895510,"Ga2 Tu15 Ta5 {2 3 *5*} Ch5",901295,2,"Director",1,"T1",887809,893823,6014,"Visual",887809,893823,6014,"X","Visual D9 2 15","multi","D9 2","Visual 5","Visual multi D9 887809 893823",7701,0,NA,NA,0,0,NA
2724,"D9_TT_Coded.eaf","D9","Visual",3,0,7,7,TRUE,901295,911568,"Ga3 Tu0 Ta7 {*7* 2 3} Ch7",911292,1,"Director",1,"T1",905417,909417,4000,"Visual",905417,909417,4000,"X","Visual D9 3 0","multi","D9 1","Visual 7","Visual multi D9 905417 909417",6151,0,NA,NA,0,0,NA
2725,"D9_TT_Coded.eaf","D9","Visual",3,1,1,1,TRUE,911292,917652,"Ga3 Tu1 Ta1 {6 4 *1*} Ch1",918655,2,"Director",1,"T1",913607,917026,3419,"Visual",913607,917026,3419,"X","Visual D9 3 1","multi","D9 2","Visual 1","Visual multi D9 913607 917026",4045,0,NA,NA,0,0,NA
2726,"D9_TT_Coded.eaf","D9","Visual",3,2,3,3,TRUE,918655,922767,"Ga3 Tu2 Ta3 {4 5 *3*} Ch3",923132,1,"Director",1,"T1",918404,919620,1216,"Visual",918404,919620,1216,"X","Visual D9 3 2","multi","D9 1","Visual 3","Visual multi D9 918404 919620",4363,0,NA,NA,0,0,NA
2727,"D9_TT_Coded.eaf","D9","Visual",3,3,8,8,TRUE,923132,931195,"Ga3 Tu3 Ta8 {5 *8* 3} Ch8",931903,2,"Director",1,"T1",925810,930242,4432,"Visual",925810,930242,4432,"X","Visual D9 3 3","multi","D9 2","Visual 8","Visual multi D9 925810 930242",5385,0,NA,NA,0,0,NA
2728,"D9_TT_Coded.eaf","D9","Visual",3,4,5,5,TRUE,931903,936415,"Ga3 Tu4 Ta5 {7 *5* 6} Ch5",937459,1,"Director",1,"T1",932216,935621,3405,"Visual",932216,935621,3405,"X","Visual D9 3 4","multi","D9 1","Visual 5","Visual multi D9 932216 935621",4199,0,NA,NA,0,0,NA
