"X","filename","dyadNumber","condition","game","trial","target","choice","correct","trialStart","trialEnd","trialValue","startOfNextTrial","signallingPlayer","role","turnNumber","turnType","turnStart","turnEnd","turnLength","modality","trialString","modalityCondition","playerId","itemId","turnString","trialLength","numModalitiesUsed","numberOfOverlaps","propOverlapsTime","propOverlapsActs","useVisual","useAcoustic","numberOfSignals","numberOfMultimodalSigs","turnModalityType"
1157,"D16_TT_Coded.eaf","D16","Auditory",2,11,4,4,TRUE,1161163,1165723,"Ga2 Tu11 Ta4 {*4* 7 1} Ch4",1166935,2,"Director",1,"T1",1161100,1161710,610,"Acoustic","Auditory D16 2 11","vocal","D16 2","Auditory 4","Auditory vocal D16 1161100 1161710",4623,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
1158,"D16_TT_Coded.eaf","D16","Auditory",2,12,1,1,TRUE,1166935,1179259,"Ga2 Tu12 Ta1 {*1* 7 2} Ch1",1180986,1,"Director",1,"T1",1171600,1174400,2800,"Acoustic","Auditory D16 2 12","vocal","D16 1","Auditory 1","Auditory vocal D16 1171600 1174400",7659,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
1159,"D16_TT_Coded.eaf","D16","Auditory",2,13,5,5,TRUE,1180986,1197258,"Ga2 Tu13 Ta5 {2 3 *5*} Ch5",1198693,2,"Director",1,"T1",1183510,1184000,490,"Acoustic","Auditory D16 2 13","vocal","D16 2","Auditory 5","Auditory vocal D16 1183510 1184000",13748,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
1160,"D16_TT_Coded.eaf","D16","Auditory",2,14,7,7,TRUE,1198693,1211566,"Ga2 Tu14 Ta7 {*7* 2 3} Ch7",1216010,1,"Director",1,"T1",1204100,1206900,2800,"Acoustic","Auditory D16 2 14","vocal","D16 1","Auditory 7","Auditory vocal D16 1204100 1206900",7466,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
1161,"D16_TT_Coded.eaf","D16","Auditory",2,15,1,1,TRUE,1216010,1230552,"Ga2 Tu15 Ta1 {6 4 *1*} Ch1",1237024,2,"Director",1,"T1",1216990,1219510,2520,"Acoustic","Auditory D16 2 15","vocal","D16 2","Auditory 1","Auditory vocal D16 1216990 1219510",13562,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
1162,"D16_TT_Coded.eaf","D16","Auditory",3,0,2,2,TRUE,1237024,1259282,"Ga3 Tu0 Ta2 {5 1 *2*} Ch2",1262847,1,"Director",1,"T1",1246200,1250400,4200,"Acoustic","Auditory D16 3 0","vocal","D16 1","Auditory 2","Auditory vocal D16 1246200 1250400",13082,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
1163,"D16_TT_Coded.eaf","D16","Auditory",3,1,3,3,TRUE,1262847,1278934,"Ga3 Tu1 Ta3 {8 *3* 4} Ch3",1280612,2,"Director",1,"T1",1270300,1274100,3800,"Acoustic","Auditory D16 3 1","vocal","D16 2","Auditory 3","Auditory vocal D16 1270300 1274100",8634,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
1164,"D16_TT_Coded.eaf","D16","Auditory",3,2,7,7,TRUE,1280612,1296457,"Ga3 Tu2 Ta7 {*7* 2 3} Ch7",1298949,1,"Director",1,"T1",1289900,1293090,3190,"Acoustic","Auditory D16 3 2","vocal","D16 1","Auditory 7","Auditory vocal D16 1289900 1293090",6557,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
1165,"D16_TT_Coded.eaf","D16","Auditory",3,3,1,1,TRUE,1298949,1310637,"Ga3 Tu3 Ta1 {6 4 *1*} Ch1",1312742,2,"Director",1,"T1",1300800,1303100,2300,"Acoustic","Auditory D16 3 3","vocal","D16 2","Auditory 1","Auditory vocal D16 1300800 1303100",9837,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
1166,"D16_TT_Coded.eaf","D16","Auditory",3,4,5,5,TRUE,1312742,1321359,"Ga3 Tu4 Ta5 {7 *5* 6} Ch5",1323132,1,"Director",1,"T1",1315600,1316500,900,"Acoustic","Auditory D16 3 4","vocal","D16 1","Auditory 5","Auditory vocal D16 1315600 1316500",5759,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
1167,"D16_TT_Coded.eaf","D16","Auditory",3,5,4,4,TRUE,1323132,1332812,"Ga3 Tu5 Ta4 {*4* 7 1} Ch4",1334660,2,"Director",1,"T1",1323700,1324300,600,"Acoustic","Auditory D16 3 5","vocal","D16 2","Auditory 4","Auditory vocal D16 1323700 1324300",9112,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
1168,"D16_TT_Coded.eaf","D16","Auditory",3,6,3,3,TRUE,1334660,1351854,"Ga3 Tu6 Ta3 {4 5 *3*} Ch3",1352812,1,"Director",1,"T1",1344610,1348100,3490,"Acoustic","Auditory D16 3 6","vocal","D16 1","Auditory 3","Auditory vocal D16 1344610 1348100",7244,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
1169,"D16_TT_Coded.eaf","D16","Auditory",3,7,8,8,TRUE,1352812,1361347,"Ga3 Tu7 Ta8 {5 *8* 3} Ch8",1363368,2,"Director",1,"T1",1354600,1357500,2900,"Acoustic","Auditory D16 3 7","vocal","D16 2","Auditory 8","Auditory vocal D16 1354600 1357500",6747,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
1170,"D16_TT_Coded.eaf","D16","Auditory",3,8,6,6,TRUE,1363368,1380316,"Ga3 Tu8 Ta6 {2 *6* 8} Ch6",1386000,1,"Director",1,"T1",1367610,1369900,2290,"Acoustic","Auditory D16 3 8","vocal","D16 1","Auditory 6","Auditory vocal D16 1367610 1369900",12706,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
1171,"D16_TT_Coded.eaf","D16","Auditory",3,9,2,2,TRUE,1386000,1408745,"Ga3 Tu9 Ta2 {*2* 1 4} Ch2",1413030,2,"Director",1,"T1",1387710,1390100,2390,"Acoustic","Auditory D16 3 9","vocal","D16 2","Auditory 2","Auditory vocal D16 1387710 1390100",21035,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
1172,"D16_TT_Coded.eaf","D16","Auditory",3,10,4,4,TRUE,1413030,1420476,"Ga3 Tu10 Ta4 {6 5 *4*} Ch4",1423432,1,"Director",1,"T1",1416000,1416390,390,"Acoustic","Auditory D16 3 10","vocal","D16 1","Auditory 4","Auditory vocal D16 1416000 1416390",4476,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
1173,"D16_TT_Coded.eaf","D16","Auditory",3,11,7,7,TRUE,1423432,1444191,"Ga3 Tu11 Ta7 {8 *7* 3} Ch7",1445425,2,"Director",1,"T1",1426210,1429210,3000,"Acoustic","Auditory D16 3 11","vocal","D16 2","Auditory 7","Auditory vocal D16 1426210 1429210",17981,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
1175,"D16_TT_Coded.eaf","D16","Auditory",3,13,6,6,TRUE,1453391,1466007,"Ga3 Tu13 Ta6 {*6* 7 8} Ch6",1468050,2,"Director",1,"T1",1456000,1459290,3290,"Acoustic","Auditory D16 3 13","vocal","D16 2","Auditory 6","Auditory vocal D16 1456000 1459290",10007,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
1176,"D16_TT_Coded.eaf","D16","Auditory",3,14,1,1,TRUE,1468050,1477797,"Ga3 Tu14 Ta1 {*1* 7 2} Ch1",1479500,1,"Director",1,"T1",1471990,1474900,2910,"Acoustic","Auditory D16 3 14","vocal","D16 1","Auditory 1","Auditory vocal D16 1471990 1474900",5807,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
1177,"D16_TT_Coded.eaf","D16","Auditory",3,15,5,5,TRUE,1479500,1492013,"Ga3 Tu15 Ta5 {2 3 *5*} Ch5",1492013,2,"Director",1,"T1",1480220,1480790,570,"Acoustic","Auditory D16 3 15","vocal","D16 2","Auditory 5","Auditory vocal D16 1480220 1480790",11793,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
1178,"D16_TT_Coded.eaf","D16","Visual",0,0,3,5,FALSE,1564057,1665314,"Ga0 Tu0 Ta3 {4 *5* 3} Ch5",1691000,1,"Director",1,"T1",1648000,1651900,3900,"Acoustic","Visual D16 0 0","vocal","D16 1","Visual 3","Visual vocal D16 1648000 1651900",17314,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
1179,"D16_TT_Coded.eaf","D16","Visual",0,1,8,3,FALSE,1691000,1728984,"Ga0 Tu1 Ta8 {5 8 *3*} Ch3",1731597,2,"Director",1,"T1",1693205,1717200,23995,"Acoustic","Visual D16 0 1","vocal","D16 2","Visual 8","Visual vocal D16 1693205 1717200",35779,1,0,0,0,FALSE,TRUE,2,0,"unimodal acoustic"
1181,"D16_TT_Coded.eaf","D16","Visual",0,2,4,4,TRUE,1731597,1761613,"Ga0 Tu2 Ta4 {6 5 *4*} Ch4",1768565,1,"Director",1,"T1",1758300,1761210,2910,"Acoustic","Visual D16 0 2","vocal","D16 1","Visual 4","Visual vocal D16 1758300 1761210",3313,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
1182,"D16_TT_Coded.eaf","D16","Visual",0,3,7,3,FALSE,1768565,1793157,"Ga0 Tu3 Ta7 {8 7 *3*} Ch3",1795654,2,"Director",1,"T1",1779400,1780600,1200,"Acoustic","Visual D16 0 3","vocal","D16 2","Visual 7","Visual vocal D16 1779400 1780600",13757,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
1183,"D16_TT_Coded.eaf","D16","Visual",0,4,6,8,FALSE,1795654,1824639,"Ga0 Tu4 Ta6 {2 6 *8*} Ch8",1828428,1,"Director",1,"T1",1818790,1822700,3910,"Acoustic","Visual D16 0 4","vocal","D16 1","Visual 6","Visual vocal D16 1818790 1822700",5849,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
1184,"D16_TT_Coded.eaf","D16","Visual",0,5,2,2,TRUE,1828428,1849891,"Ga0 Tu5 Ta2 {*2* 1 4} Ch2",1852223,2,"Director",1,"T1",1828100,1830600,2500,"Acoustic","Visual D16 0 5","vocal","D16 2","Visual 2","Visual vocal D16 1828100 1830600",21791,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
1185,"D16_TT_Coded.eaf","D16","Visual",0,6,8,1,FALSE,1852223,1881120,"Ga0 Tu6 Ta8 {*1* 8 6} Ch1",1884497,1,"Director",1,"T1",1871990,1875500,3510,"Acoustic","Visual D16 0 6","vocal","D16 1","Visual 8","Visual vocal D16 1871990 1875500",9130,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
1186,"D16_TT_Coded.eaf","D16","Visual",0,7,3,4,FALSE,1884497,1898744,"Ga0 Tu7 Ta3 {8 3 *4*} Ch4",1900212,2,"Director",1,"T1",1885200,1888740,3540,"Acoustic","Visual D16 0 7","vocal","D16 2","Visual 3","Visual vocal D16 1885200 1888740",13544,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
1187,"D16_TT_Coded.eaf","D16","Visual",0,8,2,2,TRUE,1900212,1909061,"Ga0 Tu8 Ta2 {5 1 *2*} Ch2",1913327,1,"Director",1,"T1",1905510,1909110,3600,"Acoustic","Visual D16 0 8","vocal","D16 1","Visual 2","Visual vocal D16 1905510 1909110",3551,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
1188,"D16_TT_Coded.eaf","D16","Visual",0,9,6,6,TRUE,1913327,1924703,"Ga0 Tu9 Ta6 {*6* 7 8} Ch6",1926984,2,"Director",1,"T1",1915400,1918800,3400,"Acoustic","Visual D16 0 9","vocal","D16 2","Visual 6","Visual vocal D16 1915400 1918800",9303,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
1189,"D16_TT_Coded.eaf","D16","Visual",0,10,5,7,FALSE,1926984,1948633,"Ga0 Tu10 Ta5 {*7* 5 6} Ch7",1962830,1,"Director",1,"T1",1930800,1938010,7210,"Acoustic","Visual D16 0 10","vocal","D16 1","Visual 5","Visual vocal D16 1930800 1938010",17833,1,0,0,0,FALSE,TRUE,3,0,"unimodal acoustic"
1192,"D16_TT_Coded.eaf","D16","Visual",0,11,4,7,FALSE,1962830,1987877,"Ga0 Tu11 Ta4 {4 *7* 1} Ch7",1989215,2,"Director",1,"T1",1969010,1974300,5290,"Acoustic","Visual D16 0 11","vocal","D16 2","Visual 4","Visual vocal D16 1969010 1974300",18867,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
1193,"D16_TT_Coded.eaf","D16","Visual",0,12,1,7,FALSE,1989215,2005697,"Ga0 Tu12 Ta1 {1 *7* 2} Ch7",2010251,1,"Director",1,"T1",1999300,2003020,3720,"Acoustic","Visual D16 0 12","vocal","D16 1","Visual 1","Visual vocal D16 1999300 2003020",6397,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
1194,"D16_TT_Coded.eaf","D16","Visual",0,13,5,5,TRUE,2010251,2020715,"Ga0 Tu13 Ta5 {2 3 *5*} Ch5",2021761,2,"Director",1,"T1",2011200,2014300,3100,"Acoustic","Visual D16 0 13","vocal","D16 2","Visual 5","Visual vocal D16 2011200 2014300",9515,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
1195,"D16_TT_Coded.eaf","D16","Visual",0,14,7,7,TRUE,2021761,2027412,"Ga0 Tu14 Ta7 {*7* 2 3} Ch7",2029267,1,"Director",1,"T1",2023690,2026300,2610,"Acoustic","Visual D16 0 14","vocal","D16 1","Visual 7","Visual vocal D16 2023690 2026300",3722,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
1196,"D16_TT_Coded.eaf","D16","Visual",0,15,1,6,FALSE,2029267,2035826,"Ga0 Tu15 Ta1 {*6* 4 1} Ch6",2041068,2,"Director",1,"T1",2029790,2032390,2600,"Acoustic","Visual D16 0 15","vocal","D16 2","Visual 1","Visual vocal D16 2029790 2032390",6036,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
1197,"D16_TT_Coded.eaf","D16","Visual",1,0,2,2,TRUE,2041068,2045450,"Ga1 Tu0 Ta2 {5 1 *2*} Ch2",2047553,1,"Director",1,"T1",2043300,2046090,2790,"Acoustic","Visual D16 1 0","vocal","D16 1","Visual 2","Visual vocal D16 2043300 2046090",2150,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
1198,"D16_TT_Coded.eaf","D16","Visual",1,1,3,3,TRUE,2047553,2053554,"Ga1 Tu1 Ta3 {8 *3* 4} Ch3",2055852,2,"Director",1,"T1",2047320,2050900,3580,"Acoustic","Visual D16 1 1","vocal","D16 2","Visual 3","Visual vocal D16 2047320 2050900",6234,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
1199,"D16_TT_Coded.eaf","D16","Visual",1,2,7,7,TRUE,2055852,2063117,"Ga1 Tu2 Ta7 {*7* 2 3} Ch7",2064417,1,"Director",1,"T1",2059190,2062800,3610,"Acoustic","Visual D16 1 2","vocal","D16 1","Visual 7","Visual vocal D16 2059190 2062800",3927,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
1200,"D16_TT_Coded.eaf","D16","Visual",1,3,1,6,FALSE,2064417,2069929,"Ga1 Tu3 Ta1 {*6* 4 1} Ch6",2070901,2,"Director",1,"T1",2064700,2066510,1810,"Acoustic","Visual D16 1 3","vocal","D16 2","Visual 1","Visual vocal D16 2064700 2066510",5229,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
1201,"D16_TT_Coded.eaf","D16","Visual",1,4,5,6,FALSE,2070901,2083296,"Ga1 Tu4 Ta5 {7 5 *6*} Ch6",2084616,1,"Director",1,"T1",2077500,2081200,3700,"Acoustic","Visual D16 1 4","vocal","D16 1","Visual 5","Visual vocal D16 2077500 2081200",5796,1,0,0,0,FALSE,TRUE,3,0,"unimodal acoustic"
1204,"D16_TT_Coded.eaf","D16","Visual",1,5,4,4,TRUE,2084616,2097144,"Ga1 Tu5 Ta4 {*4* 7 1} Ch4",2098645,2,"Director",1,"T1",2086680,2091220,4540,"Acoustic","Visual D16 1 5","vocal","D16 2","Visual 4","Visual vocal D16 2086680 2091220",10464,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
1205,"D16_TT_Coded.eaf","D16","Visual",1,6,3,3,TRUE,2098645,2109500,"Ga1 Tu6 Ta3 {4 5 *3*} Ch3",2110679,1,"Director",1,"T1",2103700,2106510,2810,"Acoustic","Visual D16 1 6","vocal","D16 1","Visual 3","Visual vocal D16 2103700 2106510",5800,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
1206,"D16_TT_Coded.eaf","D16","Visual",1,7,8,5,FALSE,2110679,2122478,"Ga1 Tu7 Ta8 {*5* 8 3} Ch5",2123907,2,"Director",1,"T1",2115310,2118510,3200,"Acoustic","Visual D16 1 7","vocal","D16 2","Visual 8","Visual vocal D16 2115310 2118510",7168,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
1207,"D16_TT_Coded.eaf","D16","Visual",1,8,6,8,FALSE,2123907,2129365,"Ga1 Tu8 Ta6 {2 6 *8*} Ch8",2129942,1,"Director",1,"T1",2125205,2128005,2800,"Acoustic","Visual D16 1 8","vocal","D16 1","Visual 6","Visual vocal D16 2125205 2128005",4160,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
1208,"D16_TT_Coded.eaf","D16","Visual",1,9,2,2,TRUE,2129942,2135431,"Ga1 Tu9 Ta2 {*2* 1 4} Ch2",2136368,2,"Director",1,"T1",2131300,2133210,1910,"Acoustic","Visual D16 1 9","vocal","D16 2","Visual 2","Visual vocal D16 2131300 2133210",4131,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
1209,"D16_TT_Coded.eaf","D16","Visual",1,10,4,4,TRUE,2136368,2147879,"Ga1 Tu10 Ta4 {6 5 *4*} Ch4",2148861,1,"Director",1,"T1",2141700,2145800,4100,"Acoustic","Visual D16 1 10","vocal","D16 1","Visual 4","Visual vocal D16 2141700 2145800",6179,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
1210,"D16_TT_Coded.eaf","D16","Visual",1,11,7,7,TRUE,2148861,2167516,"Ga1 Tu11 Ta7 {8 *7* 3} Ch7",2168447,2,"Director",1,"T1",2160300,2161710,1410,"Acoustic","Visual D16 1 11","vocal","D16 2","Visual 7","Visual vocal D16 2160300 2161710",7216,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
1211,"D16_TT_Coded.eaf","D16","Visual",1,12,8,6,FALSE,2168447,2184322,"Ga1 Tu12 Ta8 {1 8 *6*} Ch6",2186220,1,"Director",1,"T1",2181100,2184000,2900,"Acoustic","Visual D16 1 12","vocal","D16 1","Visual 8","Visual vocal D16 2181100 2184000",3222,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
1212,"D16_TT_Coded.eaf","D16","Visual",1,13,6,8,FALSE,2186220,2194684,"Ga1 Tu13 Ta6 {6 7 *8*} Ch8",2198054,2,"Director",1,"T1",2186610,2189500,2890,"Acoustic","Visual D16 1 13","vocal","D16 2","Visual 6","Visual vocal D16 2186610 2189500",8074,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
1213,"D16_TT_Coded.eaf","D16","Visual",1,14,1,7,FALSE,2198054,2205324,"Ga1 Tu14 Ta1 {1 *7* 2} Ch7",2207803,1,"Director",1,"T1",2196500,2198900,2400,"Acoustic","Visual D16 1 14","vocal","D16 1","Visual 1","Visual vocal D16 2196500 2198900",8824,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
1214,"D16_TT_Coded.eaf","D16","Visual",1,15,5,5,TRUE,2207803,2222882,"Ga1 Tu15 Ta5 {2 3 *5*} Ch5",2227603,2,"Director",1,"T1",2214910,2217110,2200,"Acoustic","Visual D16 1 15","vocal","D16 2","Visual 5","Visual vocal D16 2214910 2217110",7972,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
1218,"D16_TT_Coded.eaf","D16","Visual",2,0,7,7,TRUE,2227603,2239681,"Ga2 Tu0 Ta7 {*7* 2 3} Ch7",2240842,1,"Director",2,"T1",2235700,2239600,3900,"Acoustic","Visual D16 2 0","vocal","D16 1","Visual 7","Visual vocal D16 2235700 2239600",3981,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
1219,"D16_TT_Coded.eaf","D16","Visual",2,1,1,4,FALSE,2240842,2249193,"Ga2 Tu1 Ta1 {6 *4* 1} Ch4",2250450,2,"Director",1,"T1",2241305,2243605,2300,"Acoustic","Visual D16 2 1","vocal","D16 2","Visual 1","Visual vocal D16 2241305 2243605",7888,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
1220,"D16_TT_Coded.eaf","D16","Visual",2,2,3,3,TRUE,2250450,2254967,"Ga2 Tu2 Ta3 {4 5 *3*} Ch3",2256041,1,"Director",1,"T1",2252190,2254910,2720,"Acoustic","Visual D16 2 2","vocal","D16 1","Visual 3","Visual vocal D16 2252190 2254910",2777,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
1221,"D16_TT_Coded.eaf","D16","Visual",2,3,8,8,TRUE,2256041,2268608,"Ga2 Tu3 Ta8 {5 *8* 3} Ch8",2272214,2,"Director",1,"T1",2259005,2261915,2910,"Acoustic","Visual D16 2 3","vocal","D16 2","Visual 8","Visual vocal D16 2259005 2261915",9603,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
1222,"D16_TT_Coded.eaf","D16","Visual",2,4,5,7,FALSE,2272214,2281310,"Ga2 Tu4 Ta5 {*7* 5 6} Ch7",2282480,1,"Director",1,"T1",2271490,2274800,3310,"Acoustic","Visual D16 2 4","vocal","D16 1","Visual 5","Visual vocal D16 2271490 2274800",9820,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
1223,"D16_TT_Coded.eaf","D16","Visual",2,5,4,4,TRUE,2282480,2296255,"Ga2 Tu5 Ta4 {*4* 7 1} Ch4",2299165,2,"Director",1,"T1",2285610,2289900,4290,"Acoustic","Visual D16 2 5","vocal","D16 2","Visual 4","Visual vocal D16 2285610 2289900",10645,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
1224,"D16_TT_Coded.eaf","D16","Visual",2,6,6,8,FALSE,2299165,2304598,"Ga2 Tu6 Ta6 {2 6 *8*} Ch8",2305759,1,"Director",1,"T1",2298610,2302500,3890,"Acoustic","Visual D16 2 6","vocal","D16 1","Visual 6","Visual vocal D16 2298610 2302500",5988,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
1225,"D16_TT_Coded.eaf","D16","Visual",2,7,2,2,TRUE,2305759,2313158,"Ga2 Tu7 Ta2 {*2* 1 4} Ch2",2313861,2,"Director",1,"T1",2309410,2311490,2080,"Acoustic","Visual D16 2 7","vocal","D16 2","Visual 2","Visual vocal D16 2309410 2311490",3748,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
1226,"D16_TT_Coded.eaf","D16","Visual",2,8,1,7,FALSE,2313861,2319795,"Ga2 Tu8 Ta1 {1 *7* 2} Ch7",2321239,1,"Director",1,"T1",2315105,2317905,2800,"Acoustic","Visual D16 2 8","vocal","D16 1","Visual 1","Visual vocal D16 2315105 2317905",4690,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
1227,"D16_TT_Coded.eaf","D16","Visual",2,9,5,3,FALSE,2321239,2330790,"Ga2 Tu9 Ta5 {2 *3* 5} Ch3",2332558,2,"Director",1,"T1",2323800,2326900,3100,"Acoustic","Visual D16 2 9","vocal","D16 2","Visual 5","Visual vocal D16 2323800 2326900",6990,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
1228,"D16_TT_Coded.eaf","D16","Visual",2,10,2,2,TRUE,2332558,2335663,"Ga2 Tu10 Ta2 {5 1 *2*} Ch2",2337181,1,"Director",1,"T1",2333610,2335400,1790,"Acoustic","Visual D16 2 10","vocal","D16 1","Visual 2","Visual vocal D16 2333610 2335400",2053,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
1229,"D16_TT_Coded.eaf","D16","Visual",2,11,3,4,FALSE,2337181,2347029,"Ga2 Tu11 Ta3 {8 3 *4*} Ch4",2353342,2,"Director",1,"T1",2338700,2341500,2800,"Acoustic","Visual D16 2 11","vocal","D16 2","Visual 3","Visual vocal D16 2338700 2341500",8329,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
1230,"D16_TT_Coded.eaf","D16","Visual",2,12,8,8,TRUE,2353342,2359185,"Ga2 Tu12 Ta8 {1 *8* 6} Ch8",2360429,1,"Director",1,"T1",2351900,2355900,4000,"Acoustic","Visual D16 2 12","vocal","D16 1","Visual 8","Visual vocal D16 2351900 2355900",7285,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
1231,"D16_TT_Coded.eaf","D16","Visual",2,13,6,8,FALSE,2360429,2385579,"Ga2 Tu13 Ta6 {6 7 *8*} Ch8",2387456,2,"Director",1,"T1",2361800,2365600,3800,"Acoustic","Visual D16 2 13","vocal","D16 2","Visual 6","Visual vocal D16 2361800 2365600",23779,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
1232,"D16_TT_Coded.eaf","D16","Visual",2,14,4,5,FALSE,2387456,2394923,"Ga2 Tu14 Ta4 {6 *5* 4} Ch5",2396299,1,"Director",1,"T1",2389400,2392200,2800,"Acoustic","Visual D16 2 14","vocal","D16 1","Visual 4","Visual vocal D16 2389400 2392200",5523,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
1233,"D16_TT_Coded.eaf","D16","Visual",2,15,7,7,TRUE,2396299,2407203,"Ga2 Tu15 Ta7 {8 *7* 3} Ch7",2412634,2,"Director",1,"T1",2398990,2400700,1710,"Acoustic","Visual D16 2 15","vocal","D16 2","Visual 7","Visual vocal D16 2398990 2400700",8213,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
1234,"D16_TT_Coded.eaf","D16","Visual",3,0,8,8,TRUE,2412634,2422182,"Ga3 Tu0 Ta8 {1 *8* 6} Ch8",2423970,1,"Director",1,"T1",2419000,2421800,2800,"Acoustic","Visual D16 3 0","vocal","D16 1","Visual 8","Visual vocal D16 2419000 2421800",3182,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
1235,"D16_TT_Coded.eaf","D16","Visual",3,1,6,8,FALSE,2423970,2431977,"Ga3 Tu1 Ta6 {6 7 *8*} Ch8",2435543,2,"Director",1,"T1",2424405,2427005,2600,"Acoustic","Visual D16 3 1","vocal","D16 2","Visual 6","Visual vocal D16 2424405 2427005",7572,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
1236,"D16_TT_Coded.eaf","D16","Visual",3,2,5,5,TRUE,2435543,2442691,"Ga3 Tu2 Ta5 {7 *5* 6} Ch5",2444161,1,"Director",1,"T1",2434900,2438110,3210,"Acoustic","Visual D16 3 2","vocal","D16 1","Visual 5","Visual vocal D16 2434900 2438110",7791,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
1237,"D16_TT_Coded.eaf","D16","Visual",3,3,4,4,TRUE,2444161,2452328,"Ga3 Tu3 Ta4 {*4* 7 1} Ch4",2454080,2,"Director",1,"T1",2444910,2449140,4230,"Acoustic","Visual D16 3 3","vocal","D16 2","Visual 4","Visual vocal D16 2444910 2449140",7418,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
1238,"D16_TT_Coded.eaf","D16","Visual",3,4,2,2,TRUE,2454080,2457337,"Ga3 Tu4 Ta2 {5 1 *2*} Ch2",2458504,1,"Director",1,"T1",2453390,2455600,2210,"Acoustic","Visual D16 3 4","vocal","D16 1","Visual 2","Visual vocal D16 2453390 2455600",3947,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
